aX,aY,aZ,gX,gY,gZ
-0.490,0.285,-0.189,12.939,-267.761,92.773
-0.651,-0.023,-0.303,35.095,-281.860,93.506
-0.691,-0.084,-0.090,54.565,-356.873,120.544
-0.581,0.460,0.937,56.152,-387.451,133.118
-0.513,0.761,1.371,68.970,-397.705,130.554
-0.447,0.734,1.710,100.403,-359.131,82.764
-0.372,0.583,1.923,89.355,-332.092,60.486
-0.265,0.549,2.135,45.593,-282.593,48.157
-0.060,0.895,2.433,25.574,-257.019,44.678
0.014,1.025,2.556,19.592,-204.712,22.888
0.081,0.793,2.398,31.311,-171.814,11.230
0.106,0.663,2.165,58.289,-125.610,5.981
0.133,0.682,1.645,62.134,-117.249,9.399
0.148,0.748,1.644,37.354,-108.704,13.916
0.158,0.818,1.756,29.602,-93.933,13.855
0.142,0.825,1.699,24.780,-50.476,7.751
0.105,0.744,1.591,22.522,-36.255,3.357
0.097,0.729,1.605,18.860,-25.391,1.892
0.098,0.866,1.714,18.677,-20.386,2.625
0.093,0.925,1.749,18.433,-11.780,0.488
0.056,0.929,1.808,15.869,14.832,-10.193
0.036,0.947,1.836,18.127,27.832,-14.709
0.015,1.004,1.821,22.888,52.246,-23.804
0.007,1.147,1.897,17.273,63.721,-31.860
-0.006,1.137,1.914,10.376,94.604,-56.580
-0.038,0.999,1.790,11.047,108.215,-67.200
-0.061,0.886,1.727,8.606,128.723,-78.735
-0.080,0.779,1.747,4.395,140.198,-80.750
-0.117,0.714,1.698,7.812,177.551,-90.820
-0.138,0.640,1.577,13.550,203.369,-96.558
-0.136,0.643,1.452,12.146,246.338,-103.027
-0.151,0.555,1.167,5.371,263.184,-111.328
-0.156,0.385,1.015,-20.691,290.466,-123.779
-0.127,0.068,0.683,-39.001,300.476,-122.620
-0.088,-0.046,0.421,-45.166,287.598,-108.582
0.013,0.048,0.078,-48.828,257.874,-95.215
0.042,0.154,0.064,-67.261,199.219,-77.820
0.076,0.202,0.078,-62.195,175.232,-78.369
0.078,0.130,0.031,-40.894,143.616,-78.979
0.139,-0.041,-0.053,-32.898,126.770,-74.158
0.191,-0.054,-0.076,-31.067,81.177,-58.228
0.272,0.101,-0.043,-37.781,61.951,-49.683
0.291,0.165,-0.077,-44.312,47.607,-39.185
0.294,0.245,-0.243,-48.340,42.358,-38.635
0.308,0.224,-0.233,-51.147,15.930,-47.180
0.338,0.068,-0.109,-36.560,-4.333,-43.030
0.341,0.081,-0.027,-8.423,-46.387,-20.752
0.327,0.213,0.093,-6.653,-56.396,-15.137
0.308,0.217,0.119,-17.639,-57.556,-13.000
0.254,0.038,0.065,-19.897,-60.425,-11.108
0.222,-0.066,0.022,-17.639,-86.304,8.423
0.154,-0.092,-0.074,-17.944,-99.243,23.376
0.101,-0.077,-0.130,-26.917,-110.779,48.523
-0.046,0.000,-0.362,-33.752,-116.943,59.631
-0.124,0.050,-0.457,-44.189,-152.283,76.416
-0.294,0.001,-0.516,-42.786,-177.246,80.566
-0.403,-0.093,-0.543,-31.616,-225.952,96.130
-0.546,-0.093,-0.380,-29.724,-250.305,111.267
-0.593,0.030,-0.188,-30.396,-278.564,134.216
-0.722,0.299,0.132,-21.362,-288.574,133.301
-0.867,0.295,0.335,30.701,-336.182,119.385
-0.915,0.462,1.563,43.518,-363.953,123.169
-0.694,0.804,2.504,28.564,-346.191,132.385
-0.233,1.505,3.392,30.762,-290.588,112.488
-0.086,1.544,3.357,46.509,-185.730,40.771
0.062,1.139,2.816,40.283,-152.344,16.602
0.092,0.941,2.589,13.367,-115.479,6.653
0.107,0.653,2.130,13.184,-96.741,8.728
0.101,0.599,1.849,33.752,-64.697,13.489
0.086,0.646,1.449,37.109,-57.312,14.832
0.076,0.693,1.344,17.578,-41.321,13.550
0.046,0.745,1.148,7.080,-32.654,10.498
0.014,0.730,1.039,1.465,-26.672,2.625
-0.054,0.630,0.885,3.723,-27.039,0.183
-0.087,0.583,0.803,9.460,-28.381,-3.296
-0.165,0.486,0.663,9.216,-32.104,-5.859
-0.209,0.437,0.660,2.625,-44.434,-8.423
-0.273,0.421,0.882,3.601,-49.438,-8.057
-0.293,0.418,1.016,23.132,-46.326,-9.399
-0.306,0.409,1.128,29.480,-38.635,-10.254
-0.295,0.418,1.118,14.526,-13.000,-9.399
0.289,1.685,2.013,15.259,-88.562,47.302
0.329,2.084,2.329,36.438,-15.930,-6.897
0.334,1.812,2.876,23.071,17.090,-54.565
0.313,1.277,3.251,-90.271,71.838,-98.511
0.225,1.005,3.068,-126.526,113.525,-81.238
0.143,1.172,2.602,-101.685,175.537,-60.486
-0.020,1.215,1.912,-83.069,189.087,-73.608
-0.123,1.063,1.644,-84.717,207.275,-91.797
-0.318,0.724,1.199,-134.460,247.864,-111.389
-0.368,0.576,1.010,-149.536,250.061,-111.267
-0.431,0.318,0.703,-134.216,218.018,-111.694
-0.441,0.186,0.587,-120.361,200.806,-117.065
-0.386,-0.073,0.299,-99.426,183.594,-131.226
-0.330,-0.131,0.182,-87.280,175.110,-132.751
-0.268,-0.113,0.078,-60.913,151.001,-117.920
-0.164,-0.008,-0.046,-49.683,135.986,-105.957
-0.141,-0.015,0.003,-37.598,103.027,-82.458
-0.058,-0.030,0.152,-35.339,87.952,-70.374
0.015,0.027,0.172,-27.405,52.185,-48.096
0.104,0.223,0.125,-20.813,31.128,-39.734
0.114,0.299,0.098,-15.930,-4.883,-33.325
0.141,0.343,0.140,-19.592,-13.977,-32.776
0.145,0.306,0.171,-35.095,-5.798,-31.738
0.139,0.213,0.076,-43.335,9.460,-31.311
0.134,0.178,-0.032,-45.227,26.489,-29.175
0.130,0.116,-0.272,-38.635,16.113,-25.879
0.122,0.121,-0.350,-22.766,-32.288,-10.437
0.083,0.253,-0.399,-15.076,-55.420,-2.014
0.019,0.209,-0.467,-2.869,-84.717,3.052
-0.021,0.104,-0.479,-4.456,-96.313,4.944
-0.046,0.046,-0.551,-7.751,-117.615,24.841
-0.036,0.067,-0.551,-5.371,-129.822,34.729
-0.052,0.074,-0.497,-0.488,-147.278,44.678
-0.169,0.106,-0.370,4.272,-151.489,48.096
-0.310,0.096,0.016,2.380,-168.762,52.856
-0.328,0.141,0.297,-6.592,-173.950,57.678
-0.296,0.238,0.442,6.531,-164.429,70.496
-0.204,0.375,0.528,33.936,-178.040,74.097
-0.173,0.411,0.713,66.895,-227.234,76.416
-0.112,0.594,1.266,59.631,-231.812,74.707
-0.063,0.728,1.484,25.269,-194.275,57.190
0.049,0.900,1.619,22.766,-174.683,42.847
0.095,0.909,1.584,42.297,-156.250,15.808
0.095,0.923,1.667,49.927,-153.076,6.897
0.113,0.953,1.794,58.167,-139.771,-1.709
0.179,1.002,1.894,54.443,-125.427,-3.967
0.190,0.994,1.856,39.978,-99.609,-8.728
0.172,0.949,1.696,39.856,-89.844,-12.207
0.163,0.885,1.608,58.289,-75.806,-21.790
0.133,0.727,1.491,66.589,-70.679,-24.658
0.116,0.680,1.454,62.988,-60.791,-23.010
0.127,0.844,1.640,48.035,-57.312,-19.165
0.148,0.995,1.794,15.869,-34.912,-21.729
0.173,1.125,1.948,5.615,-15.015,-28.015
0.183,1.182,1.956,1.282,26.001,-39.978
0.179,1.282,1.831,4.700,41.077,-47.180
0.172,1.319,1.841,-6.653,56.030,-62.744
0.130,1.211,1.927,-22.400,67.322,-72.815
0.108,1.062,1.924,-60.669,106.934,-90.088
0.078,0.876,1.618,-67.261,127.869,-92.896
0.067,0.874,1.442,-68.909,145.081,-94.727
0.054,0.792,1.306,-76.721,147.095,-96.985
0.041,0.713,1.219,-91.248,168.274,-104.187
0.044,0.516,0.881,-93.201,176.453,-103.943
0.065,0.531,0.805,-86.853,166.504,-93.201
0.100,0.661,0.755,-75.256,157.104,-92.407
0.097,0.568,0.628,-48.584,139.526,-100.647
0.096,0.278,0.372,-43.640,126.953,-98.572
0.108,0.231,0.315,-46.936,103.088,-84.656
0.084,0.158,0.172,-47.974,99.060,-80.261
0.073,0.055,0.054,-42.419,88.684,-70.801
0.083,-0.049,-0.106,-36.560,74.280,-61.279
0.091,-0.044,-0.143,-30.640,41.565,-37.292
0.109,0.035,-0.161,-32.715,28.992,-27.771
0.116,0.065,-0.195,-32.959,7.324,-19.470
0.111,0.112,-0.158,-29.480,-4.456,-19.043
0.099,0.113,-0.124,-7.141,-26.672,-19.958
0.077,0.095,-0.161,3.174,-36.804,-18.616
0.067,0.093,-0.197,9.399,-56.152,-11.475
0.037,0.022,-0.275,12.634,-66.223,-7.263
0.016,-0.041,-0.301,21.973,-90.820,4.944
-0.032,-0.135,-0.334,27.466,-103.333,13.306
-0.065,-0.146,-0.376,36.316,-128.723,30.945
-0.105,-0.059,-0.358,34.912,-145.752,38.818
-0.121,-0.016,-0.289,24.963,-174.499,45.349
-0.183,-0.054,-0.295,24.658,-183.105,46.448
-0.252,-0.113,-0.357,34.668,-205.017,53.589
-0.444,-0.291,-0.299,43.945,-226.257,62.134
-0.533,-0.275,-0.102,55.725,-277.649,87.891
-0.705,0.031,0.472,53.406,-292.603,96.680
-0.782,0.222,0.850,49.622,-299.683,100.769
-0.800,0.774,2.015,51.941,-300.598,102.234
-0.704,1.122,2.699,49.866,-270.874,95.032
-0.404,1.670,3.246,43.091,-223.328,78.491
-0.244,1.759,3.144,32.715,-125.305,24.963
-0.055,1.400,2.767,43.884,-95.459,1.526
-0.019,1.162,2.485,83.984,-70.313,-15.503
0.007,0.873,2.060,91.675,-66.895,-15.564
-0.002,0.757,1.918,75.378,-43.396,-14.404
-0.041,0.624,1.573,56.946,-26.123,-11.292
-0.056,0.642,1.402,15.564,-2.197,-2.258
-0.094,0.712,1.171,5.432,3.174,-0.427
-0.113,0.692,1.039,10.132,4.944,-5.493
-0.162,0.533,0.839,13.550,0.000,-8.972
-0.183,0.440,0.775,15.381,-5.127,-10.803
-0.185,0.335,0.689,16.479,-10.498,-10.132
-0.196,0.299,0.661,17.273,-12.207,-9.766
-0.243,0.217,0.657,18.982,-17.090,-6.042
-0.273,0.203,0.688,16.846,-20.874,-0.488
-0.294,0.226,0.762,0.854,-27.344,9.766
-0.303,0.355,0.923,-4.395,-26.733,11.597
-0.288,0.395,0.946,-7.385,-19.592,8.301
-0.269,0.347,0.944,-7.568,-14.709,5.798
-0.270,0.317,0.908,-2.930,-9.949,6.531
-0.254,0.369,0.917,-2.380,-13.367,8.606
-0.249,0.402,0.957,-0.366,-15.137,10.132
-0.261,0.425,0.963,2.014,-11.536,9.338
-0.267,0.430,0.965,2.808,-7.568,6.714
-0.272,0.443,0.978,2.930,-5.066,5.493
-0.023,1.188,1.714,-30.701,-37.292,50.415
-0.032,1.345,1.918,-25.879,3.540,28.687
-0.087,1.379,2.069,-14.099,33.142,9.583
-0.118,1.290,1.987,-11.963,86.853,-22.949
-0.110,1.141,1.833,-25.574,99.792,-32.654
-0.106,1.116,1.845,-53.711,107.910,-40.955
-0.141,1.120,1.836,-59.082,113.770,-43.274
-0.215,1.157,1.765,-65.613,131.348,-55.237
-0.258,1.128,1.726,-76.355,144.897,-67.505
-0.334,0.908,1.607,-97.290,178.589,-96.985
-0.367,0.773,1.470,-94.482,190.857,-107.666
-0.392,0.634,1.298,-72.266,192.322,-124.023
-0.424,0.361,0.993,-70.251,185.547,-129.089
-0.420,0.242,0.893,-87.952,177.307,-130.737
-0.351,0.157,0.865,-100.098,176.758,-128.418
-0.320,0.189,0.868,-116.272,191.284,-122.742
-0.325,0.168,0.627,-118.835,202.148,-123.657
-0.325,0.077,0.418,-106.079,196.838,-125.000
-0.245,-0.020,0.142,-93.628,176.147,-117.554
-0.177,0.021,-0.012,-62.561,121.216,-93.384
-0.148,-0.021,-0.082,-52.246,70.679,-71.411
-0.088,-0.023,-0.117,-62.439,57.678,-58.167
-0.076,-0.013,-0.173,-49.683,47.791,-44.373
-0.088,-0.143,-0.344,-32.104,36.926,-40.771
-0.093,-0.217,-0.462,-10.864,3.113,-22.827
-0.089,-0.216,-0.592,-8.179,-19.165,-8.850
-0.084,-0.137,-0.604,-9.705,-59.570,11.902
-0.058,0.071,-0.512,-12.390,-73.059,16.357
-0.050,0.121,-0.491,-1.526,-80.444,18.860
-0.084,0.095,-0.622,7.141,-84.656,18.799
-0.098,0.091,-0.644,5.859,-117.249,21.912
-0.088,0.205,-0.416,4.028,-140.076,26.367
-0.092,0.284,-0.271,9.888,-160.461,29.907
-0.111,0.359,0.083,33.752,-191.040,24.109
-0.103,0.362,0.256,44.617,-198.303,18.372
-0.093,0.372,0.366,54.687,-196.167,16.602
-0.056,0.427,0.575,50.110,-193.481,18.799
-0.037,0.481,0.743,48.401,-188.416,16.602
-0.022,0.434,1.032,64.148,-187.683,11.658
-0.019,0.359,1.140,83.374,-192.566,12.268
0.025,0.444,1.360,66.895,-190.796,19.043
0.059,0.634,1.451,19.409,-173.096,26.978
0.115,0.930,1.676,13.062,-165.649,22.644
0.129,0.945,1.802,32.837,-148.499,8.179
0.167,0.909,1.926,43.579,-137.512,4.578
0.186,0.927,1.958,43.579,-110.718,2.808
0.229,1.016,2.043,36.011,-95.337,2.014
0.251,1.076,2.087,29.419,-80.200,0.488
0.264,1.164,2.129,24.292,-50.171,-8.179
0.264,1.128,2.121,23.804,-34.119,-15.503
0.259,1.072,2.076,17.273,-0.916,-25.024
0.246,1.125,1.978,9.705,14.221,-26.184
0.240,1.191,1.950,2.991,45.227,-35.583
0.207,1.145,1.764,1.892,60.059,-43.457
0.186,1.128,1.694,-6.470,76.660,-55.054
0.136,1.179,1.677,-6.470,84.412,-62.012
0.097,1.149,1.631,3.540,108.459,-79.346
0.017,0.930,1.403,4.578,120.605,-85.693
-0.007,0.829,1.309,-11.047,135.437,-92.529
-0.003,0.762,1.217,-18.982,138.672,-95.825
-0.004,0.730,1.098,-20.996,147.949,-102.783
-0.009,0.545,0.772,-21.484,149.902,-104.614
0.004,0.413,0.651,-31.738,144.104,-101.929
0.041,0.290,0.524,-42.053,139.404,-97.107
0.066,0.269,0.481,-50.171,127.808,-89.294
0.121,0.152,0.342,-46.875,120.117,-87.036
0.152,0.070,0.247,-38.513,103.333,-81.299
0.205,-0.070,0.135,-35.583,94.360,-73.303
0.232,-0.026,0.189,-27.832,70.679,-49.988
0.263,0.142,0.358,-21.606,62.317,-44.373
0.270,0.110,0.354,-21.851,61.096,-41.016
0.307,0.096,0.312,-29.236,58.594,-35.767
0.322,0.157,0.279,-38.513,48.401,-26.489
0.341,0.225,0.203,-40.710,41.748,-25.696
0.337,0.193,0.162,-39.490,27.832,-23.804
0.330,0.163,0.022,-37.231,21.545,-19.470
0.322,0.171,-0.029,-31.616,6.165,-12.634
0.274,0.157,-0.138,-26.245,-0.671,-11.353
0.247,0.149,-0.205,-16.235,-18.433,-6.775
0.193,0.108,-0.244,-13.000,-29.785,-3.784
0.165,0.046,-0.264,-7.446,-48.767,3.601
0.101,-0.057,-0.330,-6.958,-58.411,9.888
0.054,-0.072,-0.364,-4.639,-79.651,25.818
-0.102,-0.082,-0.570,-0.916,-91.980,33.020
-0.197,-0.127,-0.614,6.287,-135.071,43.762
-0.397,-0.314,-0.459,16.113,-159.424,50.781
-0.491,-0.366,-0.377,36.499,-190.979,72.754
-0.607,-0.319,-0.241,36.560,-198.486,83.374
-0.642,-0.258,-0.159,20.020,-212.097,102.661
-0.724,0.043,0.118,10.071,-222.961,111.816
-0.787,0.231,0.349,26.306,-257.263,113.953
-0.852,0.476,1.058,62.256,-283.813,104.492
-0.792,0.634,1.610,129.211,-342.407,87.280
-0.510,1.176,2.874,124.878,-348.206,86.548
-0.370,1.452,3.256,93.933,-324.219,83.191
-0.119,1.582,3.446,32.532,-220.703,43.823
-0.044,1.333,3.214,42.786,-167.114,16.418
-0.029,0.946,2.799,102.661,-90.027,-14.099
-0.019,0.300,2.166,110.840,-75.806,-11.230
-0.019,0.228,1.971,78.857,-55.237,11.841
-0.025,0.490,1.684,50.964,-46.387,23.132
-0.021,0.676,1.673,10.681,-29.968,27.710
-0.033,0.913,1.534,7.446,-15.320,19.348
-0.047,0.907,1.394,15.198,2.747,-3.235
-0.067,0.765,1.188,19.043,1.465,-11.414
-0.078,0.683,1.106,21.362,-3.967,-21.362
-0.108,0.550,1.024,16.907,-4.700,-22.705
-0.128,0.500,1.034,9.644,-1.343,-22.705
-0.175,0.401,1.017,10.803,1.038,-22.461
-0.196,0.357,1.008,13.977,0.427,-21.484
-0.228,0.319,1.030,12.878,-2.319,-17.944
-0.234,0.305,1.048,6.897,0.488,-16.052
-0.233,0.289,1.022,0.244,11.902,-11.963
-0.213,0.305,0.932,-2.930,15.015,-9.827
-0.207,0.313,0.901,-6.653,18.616,-7.568
-0.209,0.308,0.819,-3.296,18.616,-6.226
-0.206,0.332,0.795,-5.249,9.216,-3.845
-0.194,0.368,0.876,-10.803,5.127,-4.456
-0.193,0.356,0.885,-3.296,7.080,-6.836
0.016,1.161,1.598,-7.141,9.460,-2.075
0.013,1.110,1.704,-22.217,28.503,-16.663
0.025,1.090,1.865,-34.790,43.823,-19.836
-0.005,1.031,1.974,-43.152,75.562,-31.067
-0.029,0.969,2.005,-39.246,102.661,-43.274
-0.092,0.902,2.003,-41.870,117.065,-46.875
-0.122,0.912,1.947,-48.645,142.639,-53.467
-0.157,0.897,1.798,-50.659,149.902,-58.105
-0.203,0.753,1.666,-61.218,163.269,-69.214
-0.234,0.641,1.552,-70.496,175.110,-75.867
-0.268,0.454,1.371,-85.693,188.843,-82.397
-0.267,0.423,1.279,-90.088,194.641,-81.055
-0.277,0.299,1.029,-87.952,199.036,-82.458
-0.263,0.245,0.842,-94.971,198.547,-73.547
-0.203,0.252,0.549,-109.253,187.378,-64.941
-0.182,0.285,0.525,-120.483,151.672,-60.364
-0.191,0.270,0.474,-107.056,139.099,-67.627
-0.194,0.214,0.406,-69.031,125.427,-87.891
-0.156,0.080,0.271,-54.749,118.286,-93.079
-0.122,0.011,0.214,-41.321,101.807,-88.623
-0.068,-0.074,0.055,-41.443,94.421,-80.078
-0.025,0.007,-0.078,-55.481,80.017,-57.373
0.001,0.117,-0.108,-65.674,72.449,-48.035
0.036,0.345,-0.137,-76.599,60.425,-41.016
0.042,0.386,-0.167,-75.317,57.678,-43.091
0.044,0.323,-0.292,-55.664,50.049,-53.467
0.040,0.223,-0.370,-23.682,29.541,-55.603
0.019,0.030,-0.532,-14.404,17.761,-49.377
0.003,-0.005,-0.625,-11.841,-9.155,-28.442
-0.016,0.007,-0.691,-14.587,-29.724,-20.020
-0.019,0.021,-0.676,-13.794,-69.336,-10.071
-0.035,-0.005,-0.665,-8.850,-83.496,-6.775
-0.054,-0.056,-0.637,-0.488,-104.919,6.042
-0.094,-0.096,-0.592,2.441,-114.746,16.296
-0.116,-0.039,-0.549,6.287,-141.296,37.720
-0.130,0.178,-0.237,3.174,-158.875,45.898
-0.127,0.287,0.018,-6.165,-182.068,52.856
-0.111,0.455,0.507,0.000,-185.547,50.598
-0.095,0.509,0.696,43.762,-195.740,38.452
-0.033,0.592,0.981,71.045,-204.895,31.494
0.005,0.599,1.056,93.994,-221.130,21.545
0.091,0.618,1.413,75.623,-225.952,22.888
0.150,0.654,1.667,37.476,-209.778,22.888
0.264,0.622,1.964,36.072,-189.453,19.043
0.296,0.609,1.959,50.049,-146.484,16.052
0.342,0.700,1.754,54.687,-134.766,16.968
0.368,0.814,1.747,43.030,-134.949,15.869
0.394,0.981,1.895,35.278,-128.235,11.597
0.403,0.983,1.898,37.537,-94.971,-3.357
0.410,0.916,1.850,40.588,-79.529,-9.338
0.404,0.905,1.835,37.476,-56.885,-13.123
0.384,0.915,1.853,30.029,-45.898,-13.916
0.372,0.912,1.843,9.338,-20.752,-14.832
0.353,0.991,1.856,-1.526,-9.277,-14.709
0.344,1.025,1.866,-7.507,3.296,-16.846
0.329,1.020,1.836,-8.118,32.166,-27.100
0.298,1.020,1.773,-12.268,43.457,-30.090
0.252,1.117,1.690,-23.743,63.293,-33.997
0.232,1.161,1.641,-27.222,72.571,-39.307
0.215,1.165,1.610,-24.475,87.830,-58.716
0.188,0.969,1.491,-18.921,97.412,-68.665
0.174,0.841,1.394,-20.203,120.605,-76.477
0.133,0.732,1.308,-25.513,129.089,-78.064
0.110,0.708,1.301,-34.973,137.634,-80.444
0.101,0.619,1.157,-39.368,141.052,-80.139
0.100,0.567,1.030,-47.180,143.127,-78.125
0.115,0.537,0.711,-48.462,139.404,-76.355
0.121,0.533,0.565,-51.880,129.333,-77.942
0.108,0.404,0.340,-54.382,125.549,-80.811
0.112,0.313,0.229,-58.167,114.868,-82.458
0.153,0.190,0.141,-58.044,102.966,-80.811
0.177,0.168,0.126,-45.349,77.637,-74.219
0.216,0.211,0.086,-38.269,65.918,-70.740
0.233,0.225,0.152,-33.447,43.518,-69.641
0.252,0.122,0.230,-30.640,40.527,-70.984
0.256,0.058,0.149,-26.855,41.443,-70.129
0.285,0.023,0.041,-26.489,34.424,-61.523
0.291,0.009,0.031,-28.015,28.992,-57.251
0.297,-0.001,-0.009,-26.001,21.240,-45.349
0.320,0.058,-0.037,-27.039,13.794,-38.696
0.325,0.099,-0.035,-29.541,1.404,-32.959
0.319,0.110,-0.115,-26.672,-5.188,-31.494
0.315,0.090,-0.146,-21.790,-25.085,-22.888
0.285,0.088,-0.191,-20.142,-33.752,-15.991
0.259,0.107,-0.243,-9.827,-51.941,-5.798
0.211,0.095,-0.320,-4.456,-64.148,-4.395
0.187,0.067,-0.349,-1.953,-86.731,-2.808
0.122,0.023,-0.398,-4.456,-96.191,3.418
0.089,0.047,-0.393,-10.437,-120.239,20.874
-0.004,0.144,-0.195,-10.803,-134.399,24.902
-0.071,0.151,-0.060,10.742,-153.809,20.569
-0.205,-0.028,0.101,29.175,-161.621,17.456
-0.255,-0.132,0.187,36.621,-180.420,21.606
-0.313,-0.196,0.423,25.818,-186.890,30.334
-0.345,-0.135,0.555,13.977,-204.590,58.105
-0.374,0.179,0.881,17.822,-216.431,70.251
-0.370,0.319,1.005,40.161,-223.083,74.158
-0.330,0.458,1.050,48.096,-218.933,68.237
-0.313,0.488,1.150,47.241,-218.628,61.584
-0.281,0.593,1.583,32.410,-223.389,54.871
-0.252,0.602,1.758,32.593,-216.553,51.575
-0.215,0.607,1.863,53.162,-192.688,49.377
-0.161,0.648,1.941,69.458,-185.669,50.232
-0.156,0.637,1.943,78.674,-179.626,47.852
-0.141,0.676,2.065,64.636,-171.936,46.021
-0.100,0.739,2.126,29.968,-125.916,36.499
-0.012,0.750,2.077,18.738,-94.299,28.381
0.011,0.733,1.958,15.015,-53.162,20.203
0.016,0.694,1.710,18.433,-48.462,19.409
0.013,0.698,1.643,25.818,-48.950,17.334
0.012,0.716,1.583,26.123,-44.556,13.611
-0.002,0.687,1.541,24.719,-35.095,8.240
-0.040,0.613,1.370,24.170,-9.277,-2.075
-0.060,0.563,1.318,23.621,-2.563,-5.249
-0.086,0.500,1.290,22.888,-2.319,-5.554
-0.138,0.406,1.192,22.339,-1.343,-3.784
-0.145,0.400,1.140,17.212,3.845,-1.343
-0.141,0.416,1.065,14.282,5.737,-2.380
-0.144,0.407,1.066,9.460,8.484,-6.775
0.616,1.309,1.510,-40.894,24.475,-0.488
0.790,1.464,1.791,-66.833,34.729,-29.236
0.929,1.446,2.159,-73.303,34.790,-54.687
0.912,1.336,2.333,-65.308,42.908,-74.768
0.814,1.205,2.577,-72.754,65.491,-66.895
0.754,1.159,2.608,-94.727,131.042,-64.697
0.617,0.940,2.373,-84.473,161.804,-77.942
0.521,0.794,2.186,-63.843,165.283,-91.370
0.272,0.574,2.122,-73.181,162.476,-84.961
0.122,0.444,1.966,-107.727,212.708,-72.021
-0.107,0.116,1.372,-129.761,234.741,-64.453
-0.173,0.026,1.085,-176.086,238.464,-45.776
-0.259,-0.039,0.738,-181.885,231.873,-44.922
-0.250,-0.025,0.674,-149.353,217.346,-54.993
-0.267,-0.111,0.520,-128.723,207.764,-61.401
-0.298,-0.146,0.416,-122.620,185.913,-55.969
-0.211,-0.010,0.354,-131.897,173.340,-49.866
-0.141,0.081,0.380,-142.700,143.372,-67.871
-0.095,0.077,0.364,-135.498,128.235,-87.219
-0.053,0.015,0.294,-94.727,98.633,-102.905
0.026,-0.077,0.135,-78.613,82.764,-95.825
0.033,-0.045,0.016,-75.073,62.683,-63.599
0.026,0.276,-0.322,-87.463,56.335,-49.988
0.037,0.360,-0.424,-98.877,28.748,-51.208
-0.008,0.191,-0.554,-89.844,13.489,-56.519
-0.055,0.094,-0.679,-79.895,0.854,-56.763
-0.117,-0.029,-0.886,-65.613,-26.550,-42.908
-0.149,-0.058,-0.952,-60.730,-45.288,-33.264
-0.251,-0.071,-1.083,-46.875,-91.370,-11.841
-0.300,-0.064,-1.054,-44.006,-117.432,-1.221
-0.372,-0.094,-0.767,-47.974,-158.875,11.902
-0.400,-0.162,-0.607,-46.326,-174.194,11.597
-0.445,-0.279,-0.479,-26.428,-196.411,16.785
-0.536,-0.511,-0.257,-15.015,-201.050,29.724
-0.538,-0.489,-0.120,10.681,-211.548,74.585
-0.455,-0.156,0.127,34.851,-218.079,95.093
-0.400,0.115,0.184,69.763,-231.262,108.582
-0.247,0.662,0.545,69.641,-242.615,99.304
-0.102,0.843,0.890,76.416,-266.296,58.716
0.194,0.785,1.487,80.933,-266.724,34.302
0.279,0.654,1.602,83.862,-251.221,13.977
0.459,0.604,1.859,74.829,-249.695,20.020
0.601,0.807,2.089,54.993,-243.469,32.532
0.742,1.065,2.268,21.851,-191.589,39.612
0.843,1.119,2.216,21.606,-158.325,20.752
0.801,0.925,2.038,53.162,-112.976,-21.729
0.673,0.590,1.707,73.730,-105.164,-29.602
0.630,0.523,1.577,74.097,-92.957,-20.264
0.672,0.648,1.571,51.941,-86.060,-8.362
0.720,0.785,1.700,11.108,-68.115,2.441
0.767,0.895,1.827,4.272,-53.589,-1.160
0.781,0.907,1.835,11.230,-25.696,-11.292
0.796,0.882,1.792,18.433,-13.855,-14.893
0.814,0.885,1.769,19.409,7.629,-16.418
0.850,0.962,1.803,11.536,19.958,-16.174
0.859,1.003,1.848,-5.371,53.345,-16.296
0.865,1.213,1.810,-7.690,67.200,-18.372
0.830,1.300,1.760,-6.897,75.928,-26.001
0.693,1.145,1.682,2.197,91.125,-56.274
0.611,0.965,1.650,9.338,100.708,-70.129
0.533,0.789,1.604,17.639,122.559,-79.224
0.428,0.558,1.515,12.756,133.728,-74.158
0.405,0.503,1.500,-6.836,155.090,-59.021
0.383,0.473,1.446,-11.108,165.710,-55.115
0.359,0.428,1.368,-9.216,178.650,-52.002
0.322,0.386,1.259,-11.353,180.664,-50.598
0.301,0.336,1.202,-8.850,182.678,-54.016
0.245,0.140,0.982,-5.981,182.190,-55.603
0.222,0.048,0.814,-17.822,181.702,-44.373
0.182,-0.010,0.477,-28.564,182.190,-29.785
0.185,0.053,0.325,-50.049,178.345,-4.028
0.263,0.235,0.114,-58.167,167.053,-1.160
0.307,0.321,0.135,-61.218,122.803,-14.343
0.326,0.297,0.289,-53.650,106.750,-27.405
0.312,0.175,0.277,-45.227,99.182,-44.373
0.302,0.031,0.075,-46.936,102.478,-40.710
0.282,0.044,-0.053,-45.959,108.643,-17.761
0.241,0.118,-0.243,-42.053,106.567,-5.188
0.232,0.182,-0.317,-40.100,97.717,10.010
0.240,0.345,-0.448,-42.236,90.637,7.568
0.226,0.348,-0.507,-35.400,62.439,-12.817
0.145,0.181,-0.576,-28.137,39.185,-20.325
0.094,0.094,-0.523,-20.386,-7.446,-16.296
0.049,0.109,-0.363,-17.395,-18.311,-11.353
-0.001,0.128,-0.357,-13.245,-26.001,-14.099
-0.083,0.095,-0.376,-27.893,-36.743,-11.108
-0.102,0.074,-0.288,-42.297,-49.133,1.465
