aX,aY,aZ,gX,gY,gZ
-0.168,0.065,-0.195,-28.381,-42.908,2.808
-0.202,0.037,-0.193,11.292,-30.151,-4.822
-0.267,-0.070,-0.239,30.396,-29.480,-8.789
-0.325,-0.174,-0.270,52.429,-43.518,0.122
-0.439,-0.198,-0.352,72.205,-62.012,21.423
-0.396,-0.004,-0.285,107.788,-134.521,56.885
-0.185,0.430,0.279,80.505,-155.334,48.645
-0.112,0.572,0.372,43.152,-133.789,-16.846
-0.025,0.349,0.308,39.978,-157.166,-72.632
0.027,0.104,0.471,41.626,-283.569,-84.717
0.302,0.040,1.370,39.917,-343.445,-56.396
0.607,0.138,2.017,48.645,-372.986,-24.231
1.021,0.355,2.572,49.438,-331.116,-23.743
1.108,0.316,2.463,52.063,-240.601,-43.030
1.147,-0.038,2.298,59.875,-223.877,-46.631
1.077,-0.141,2.243,50.964,-188.660,-18.250
1.082,0.203,2.172,25.635,-155.701,1.648
1.146,0.454,2.138,-5.188,-115.112,11.230
1.242,0.512,1.954,-21.545,-51.025,-12.878
1.167,0.374,1.817,-1.831,-44.617,-31.860
1.029,0.255,1.624,31.738,-40.161,-39.795
0.826,0.162,1.328,33.081,-31.494,-29.480
0.760,0.189,1.207,25.391,-13.977,-11.169
0.711,0.271,1.091,17.883,-12.207,-9.888
0.719,0.313,1.109,2.380,-10.986,-14.221
0.646,0.328,1.083,0.488,-1.587,-16.418
0.541,0.307,0.935,3.174,20.081,-18.188
0.536,0.346,0.924,-1.831,19.592,-17.944
0.521,0.302,0.994,-8.423,2.930,-25.269
0.476,0.246,0.981,-5.432,-6.775,-28.870
0.431,0.169,0.983,-5.676,-11.719,-26.550
0.415,0.148,0.983,3.845,-20.447,-21.973
1.252,1.464,0.996,-26.184,-42.603,97.900
1.413,1.667,1.106,-18.372,-42.053,63.843
1.484,1.726,1.336,-17.822,-41.931,33.447
1.453,1.652,1.396,-36.438,-31.189,-28.198
1.324,1.395,1.509,-48.828,-26.428,-50.781
1.212,1.236,1.549,-61.462,-23.804,-70.251
0.965,0.951,1.625,-66.895,-20.264,-71.899
0.864,0.845,1.658,-81.604,6.104,-70.496
0.640,0.657,1.619,-85.754,29.053,-69.153
0.517,0.557,1.520,-85.571,81.665,-61.279
0.343,0.372,1.320,-86.609,101.990,-53.772
0.279,0.302,1.241,-88.989,124.939,-36.682
0.217,0.272,1.073,-89.478,129.211,-28.931
0.230,0.335,0.987,-88.745,131.897,-20.020
0.219,0.441,0.817,-86.731,136.414,-19.897
0.208,0.453,0.753,-81.726,157.288,-21.179
0.246,0.445,0.684,-82.214,165.955,-29.480
0.271,0.347,0.633,-77.271,154.541,-59.875
0.307,0.248,0.511,-72.876,136.597,-65.491
0.301,0.323,0.440,-72.510,117.432,-64.148
0.273,0.403,0.336,-70.984,89.539,-67.810
0.243,0.426,0.181,-67.566,78.735,-75.745
0.240,0.342,0.199,-60.852,50.415,-92.407
0.154,0.004,0.195,-48.828,35.522,-93.018
0.090,-0.094,0.107,-26.123,20.264,-66.162
0.023,-0.026,-0.113,-24.292,19.226,-50.659
0.024,0.007,-0.152,-47.791,23.621,-34.424
0.034,0.038,-0.214,-62.195,30.396,-29.358
0.021,0.065,-0.298,-63.538,35.461,-20.325
-0.038,0.097,-0.441,-52.124,24.658,-20.203
-0.075,0.045,-0.483,-15.930,-10.986,-28.870
-0.133,-0.103,-0.533,-2.258,-29.968,-28.748
-0.161,-0.130,-0.559,0.854,-62.317,-1.526
-0.131,0.086,-0.493,-4.700,-72.876,17.395
-0.135,0.107,-0.436,-0.977,-84.961,23.743
-0.161,-0.005,-0.331,3.418,-93.933,22.705
-0.150,-0.007,-0.293,10.620,-121.521,36.377
-0.085,0.214,-0.213,10.132,-141.357,47.607
-0.047,0.352,-0.123,5.859,-160.828,55.725
0.032,0.472,0.113,-8.057,-181.030,53.589
0.075,0.482,0.253,-11.108,-184.021,47.974
0.108,0.470,0.399,7.263,-193.970,34.790
0.200,0.415,0.640,25.574,-205.383,30.701
0.252,0.438,0.748,42.847,-233.398,36.438
0.359,0.778,1.078,32.593,-240.295,39.490
0.435,0.900,1.319,2.808,-224.609,27.039
0.651,0.870,1.667,-2.808,-206.665,19.043
0.727,0.802,1.714,12.146,-177.124,4.028
0.768,0.568,1.754,23.254,-171.936,-0.916
0.786,0.484,1.804,35.706,-164.246,4.883
0.877,0.553,1.898,36.987,-153.931,10.742
0.925,0.669,1.928,20.081,-115.662,14.099
1.000,0.850,1.922,6.775,-88.013,10.620
1.026,0.882,1.849,1.160,-43.762,-0.183
1.031,0.917,1.710,6.592,-34.546,-5.127
1.026,0.937,1.695,10.986,-27.588,-8.972
1.025,0.960,1.695,13.367,-7.629,-15.991
1.028,1.028,1.716,8.728,6.409,-18.555
1.021,1.068,1.717,-6.287,42.603,-24.353
0.971,1.143,1.621,-7.141,57.190,-30.090
0.934,1.174,1.519,-0.793,69.214,-45.593
0.828,1.173,1.387,-3.723,72.449,-54.199
0.762,1.104,1.356,-10.315,84.595,-70.129
0.641,0.965,1.298,-8.545,89.416,-75.623
0.582,0.905,1.256,-6.836,100.830,-81.299
0.495,0.733,1.136,-10.864,107.422,-83.252
0.457,0.616,1.065,-15.625,112.610,-84.656
0.390,0.530,0.896,-24.780,118.652,-81.421
0.369,0.531,0.852,-31.250,119.507,-80.017
0.312,0.407,0.795,-38.208,122.375,-83.069
0.280,0.303,0.700,-36.255,123.047,-83.252
0.220,0.200,0.496,-41.260,115.723,-70.740
0.209,0.202,0.431,-47.485,110.901,-62.866
0.219,0.214,0.431,-46.753,100.586,-59.204
0.236,0.164,0.465,-39.429,98.328,-61.829
0.234,0.077,0.417,-30.334,92.224,-60.669
0.225,0.002,0.250,-33.508,86.670,-53.711
0.227,0.048,0.150,-42.114,72.693,-38.025
0.238,0.116,0.018,-43.030,62.622,-33.630
0.231,0.098,-0.047,-37.292,38.025,-30.396
0.217,0.063,-0.185,-34.363,24.780,-27.710
0.208,0.086,-0.254,-27.588,3.662,-22.705
0.146,0.073,-0.323,-24.292,-2.136,-22.339
0.108,0.031,-0.349,-16.724,-17.151,-21.179
0.009,-0.102,-0.398,-13.306,-29.663,-18.188
-0.030,-0.156,-0.404,-16.724,-55.786,-2.075
-0.078,-0.188,-0.402,-18.555,-67.993,8.667
-0.106,-0.169,-0.412,-16.968,-92.957,24.780
-0.164,-0.143,-0.443,-13.733,-108.032,30.762
-0.187,-0.136,-0.456,-7.141,-144.409,43.152
-0.226,-0.030,-0.343,-9.033,-161.743,51.208
-0.221,0.130,-0.195,-11.719,-184.448,59.937
-0.216,0.317,0.097,-4.028,-191.345,54.749
-0.235,0.285,0.204,22.888,-208.252,39.917
-0.302,0.160,0.373,36.194,-224.121,37.048
-0.317,0.171,0.558,55.664,-263.306,35.400
-0.273,0.181,1.071,66.101,-275.269,33.936
-0.235,0.147,1.276,77.026,-278.503,45.593
-0.169,0.210,1.462,62.866,-267.029,58.777
-0.123,0.429,1.568,3.845,-238.708,78.552
0.048,0.886,2.017,-6.042,-229.187,72.632
0.116,0.898,2.179,28.381,-204.590,36.316
0.168,0.635,2.186,46.570,-189.026,21.118
0.180,0.544,2.160,48.645,-155.884,13.855
0.208,0.501,2.076,37.781,-136.658,16.541
0.250,0.536,2.093,5.981,-105.103,24.170
0.304,0.630,2.172,3.906,-90.393,24.414
0.273,0.625,2.047,13.550,-75.073,20.569
0.241,0.602,1.882,27.954,-52.856,10.620
0.230,0.558,1.661,30.151,-45.410,7.202
0.217,0.544,1.527,29.175,-31.738,4.333
0.210,0.589,1.375,20.752,-26.733,4.700
0.208,0.600,1.370,11.047,-14.832,0.183
0.182,0.545,1.293,15.015,-8.972,-4.456
0.153,0.497,1.208,22.461,-3.662,-9.338
0.095,0.426,1.096,20.752,-3.662,-9.216
0.076,0.419,1.070,12.817,-3.113,-7.996
0.031,0.416,1.043,9.094,0.610,-8.972
-0.029,0.334,1.005,8.301,8.545,-12.024
0.479,1.143,1.701,-17.822,-34.485,44.189
0.513,1.234,1.864,-9.888,-8.667,22.461
0.528,1.336,2.188,-17.395,4.578,14.282
0.551,1.423,2.390,-47.607,35.828,0.488
0.504,1.452,2.540,-55.359,61.890,-11.047
0.391,1.274,2.440,-57.739,130.920,-38.940
0.192,0.860,2.096,-54.626,159.058,-46.936
0.147,0.748,1.965,-44.861,174.194,-39.063
0.148,0.799,1.909,-50.354,168.579,-31.067
0.132,0.884,1.919,-83.984,176.208,-42.175
0.033,0.896,1.763,-92.529,193.726,-61.340
-0.033,0.750,1.633,-85.022,233.826,-99.304
-0.135,0.279,1.412,-82.947,250.244,-108.704
-0.158,0.119,1.245,-91.980,269.348,-101.807
-0.148,0.046,0.808,-103.821,264.099,-90.088
-0.124,0.108,0.663,-126.099,223.694,-69.336
-0.087,0.247,0.517,-121.216,198.120,-70.068
-0.081,0.205,0.491,-80.627,149.658,-89.783
-0.137,0.012,0.359,-57.617,127.869,-95.459
-0.145,-0.059,0.263,-27.344,90.698,-91.309
-0.130,-0.173,0.168,-21.362,79.834,-85.083
-0.127,-0.195,0.097,-24.658,79.834,-62.256
-0.116,-0.084,-0.108,-33.203,84.045,-47.485
-0.086,0.062,-0.208,-53.162,85.083,-29.175
-0.036,0.176,-0.283,-53.467,78.552,-32.104
-0.042,0.134,-0.307,-33.752,53.406,-43.518
-0.087,-0.032,-0.359,-26.245,38.269,-42.542
-0.096,-0.026,-0.394,-30.945,26.306,-15.808
-0.096,0.050,-0.548,-25.208,20.203,-7.080
-0.125,0.044,-0.629,-9.827,-15.991,0.244
-0.164,0.019,-0.695,-7.568,-38.269,3.723
-0.168,-0.005,-0.696,-0.549,-69.702,12.512
-0.150,-0.082,-0.669,4.944,-83.313,15.198
-0.152,-0.125,-0.622,15.686,-114.380,19.592
-0.184,-0.096,-0.478,18.372,-132.935,24.841
-0.167,-0.011,-0.359,15.625,-150.940,32.104
-0.106,0.152,-0.064,0.305,-171.265,47.607
-0.068,0.227,0.112,-6.226,-177.612,53.406
-0.020,0.309,0.308,0.427,-192.261,52.795
0.072,0.451,0.711,19.592,-200.134,45.898
0.119,0.524,0.877,65.063,-216.248,22.766
0.216,0.599,1.104,73.364,-221.130,9.460
0.258,0.565,1.235,45.593,-212.585,-4.028
0.347,0.566,1.554,23.071,-195.496,-0.427
0.421,0.643,1.659,16.968,-162.598,0.183
0.523,0.721,1.698,35.767,-159.790,-10.010
0.522,0.669,1.686,66.162,-169.128,-31.738
0.544,0.552,1.746,65.552,-169.312,-37.109
0.561,0.509,1.767,32.776,-140.076,-33.813
0.602,0.611,1.786,8.972,-118.225,-26.123
0.644,0.709,1.834,-5.005,-91.675,-18.982
0.716,0.831,1.970,6.409,-86.914,-23.071
0.721,0.817,2.005,23.437,-70.129,-33.691
0.703,0.692,1.988,19.409,-55.298,-35.278
0.699,0.671,1.963,10.986,-39.246,-33.325
0.720,0.757,1.970,0.610,-14.893,-27.100
0.714,0.792,1.990,-0.549,-4.822,-27.161
0.694,0.793,1.971,3.174,24.353,-33.264
0.616,0.720,1.832,5.066,40.283,-35.950
0.574,0.703,1.762,-8.118,70.251,-37.048
0.515,0.734,1.638,-19.104,86.365,-39.063
0.497,0.750,1.534,-29.663,113.525,-55.359
0.460,0.681,1.379,-29.114,117.615,-65.491
0.415,0.594,1.230,-25.208,120.605,-77.759
0.386,0.554,1.084,-22.400,123.108,-82.092
0.350,0.453,0.943,-27.283,116.150,-87.830
0.337,0.392,0.945,-36.682,112.671,-87.463
0.335,0.376,0.867,-53.528,120.056,-80.933
0.334,0.386,0.805,-57.861,125.671,-80.200
0.304,0.300,0.580,-56.213,134.338,-86.182
0.284,0.205,0.482,-53.467,130.188,-88.257
0.278,0.068,0.472,-50.720,104.553,-80.872
0.286,0.046,0.478,-40.833,88.440,-66.772
0.302,0.066,0.350,-37.415,83.496,-59.204
0.303,0.101,0.292,-44.312,74.280,-42.297
0.310,0.113,0.261,-44.312,70.984,-35.645
0.307,0.114,0.219,-28.320,60.364,-28.198
0.282,0.144,0.105,-21.179,51.880,-26.062
0.262,0.151,0.050,-19.775,37.781,-22.461
0.241,0.145,-0.026,-21.729,30.273,-20.081
0.232,0.128,-0.036,-15.808,10.315,-16.968
0.175,0.058,-0.117,-9.338,2.991,-15.198
0.139,0.055,-0.186,-6.836,-11.047,-7.507
0.083,0.085,-0.289,-7.996,-20.996,-3.418
0.054,0.084,-0.338,-5.371,-41.260,1.892
-0.002,0.032,-0.408,-4.456,-51.819,5.127
-0.019,0.007,-0.414,-6.165,-75.317,16.418
-0.036,0.001,-0.401,-8.240,-87.952,23.865
-0.050,0.041,-0.381,-15.259,-116.028,33.081
-0.123,0.140,-0.333,-18.311,-127.563,32.837
-0.167,0.173,-0.287,-20.447,-151.489,31.311
-0.219,0.186,-0.029,-15.869,-168.518,31.006
-0.257,0.105,0.299,12.695,-207.642,30.090
-0.266,0.080,0.492,30.334,-227.234,29.846
-0.214,0.107,1.075,47.119,-250.122,31.982
-0.162,0.143,1.361,45.959,-245.361,36.072
-0.078,0.251,1.552,42.297,-225.220,50.232
-0.051,0.341,1.519,34.363,-218.994,56.458
-0.005,0.456,1.602,12.878,-215.698,58.350
0.013,0.490,1.696,1.648,-203.247,50.293
0.068,0.580,1.892,2.197,-190.979,43.762
0.094,0.590,1.958,8.179,-176.147,36.133
0.118,0.509,1.873,39.185,-148.010,21.484
0.104,0.471,1.745,55.969,-140.808,17.029
0.087,0.453,1.693,49.316,-138.428,19.043
0.112,0.474,1.867,32.104,-133.484,23.010
0.135,0.521,1.960,10.315,-99.487,21.423
0.157,0.570,1.955,11.475,-75.012,14.648
0.147,0.530,1.855,28.015,-45.044,-0.488
0.136,0.425,1.758,33.875,-42.114,-4.944
0.134,0.387,1.734,37.292,-35.950,-8.484
0.120,0.360,1.616,36.621,-29.114,-8.606
0.110,0.371,1.528,34.424,-13.977,-8.667
0.080,0.428,1.391,31.616,-5.615,-7.935
0.048,0.433,1.295,28.503,4.761,-7.629
-0.022,0.381,1.111,23.254,21.667,-11.108
-0.049,0.356,1.029,24.658,25.024,-13.916
-0.069,0.332,0.962,30.945,24.109,-19.470
-0.096,0.250,0.911,30.273,23.376,-20.813
0.417,1.355,1.529,-82.703,-107.605,101.379
0.466,1.462,1.649,-72.693,-46.265,53.711
0.458,1.365,1.699,-57.129,-17.578,24.353
0.453,1.274,1.686,-30.273,7.568,-21.667
0.443,1.099,1.761,-19.714,4.333,-36.499
0.415,1.013,1.818,-13.672,2.808,-50.903
0.319,0.882,1.884,-19.104,11.292,-53.162
0.276,0.828,1.931,-37.415,42.603,-56.213
0.206,0.790,2.021,-46.143,66.406,-58.289
0.185,0.802,2.016,-58.716,117.859,-70.129
0.130,0.759,1.976,-62.256,139.648,-80.200
0.084,0.683,1.929,-58.533,174.194,-97.168
0.027,0.598,1.749,-56.702,182.678,-102.173
0.005,0.574,1.680,-58.960,185.181,-112.000
-0.076,0.380,1.525,-56.213,184.509,-115.356
-0.136,0.223,1.380,-53.040,185.486,-115.051
-0.240,0.000,0.971,-58.350,196.289,-97.961
-0.249,0.033,0.782,-64.575,202.026,-83.435
-0.232,0.106,0.493,-66.406,196.411,-66.589
-0.218,0.042,0.407,-67.871,186.096,-65.979
-0.200,-0.171,0.209,-83.374,168.823,-59.082
-0.191,-0.199,0.071,-96.741,166.077,-49.683
-0.104,-0.123,-0.106,-108.337,153.381,-31.799
-0.056,-0.073,-0.119,-80.505,112.305,-15.991
0.036,0.104,-0.076,-73.242,92.834,-7.263
0.080,0.295,-0.132,-71.045,81.665,-0.061
0.108,0.498,-0.299,-51.758,63.538,-7.874
0.096,0.404,-0.348,-39.795,48.462,-20.813
0.082,0.280,-0.392,-42.419,23.682,-29.419
0.057,0.212,-0.484,-51.270,15.442,-24.353
0.042,0.187,-0.490,-52.856,0.122,-15.137
-0.016,0.080,-0.630,-38.025,-4.883,-12.207
-0.042,0.036,-0.800,7.874,-39.978,-7.019
-0.115,-0.045,-1.036,22.583,-70.007,-1.160
-0.146,-0.096,-1.022,26.550,-135.376,17.517
-0.215,-0.243,-0.812,25.574,-165.466,24.536
-0.262,-0.292,-0.724,32.043,-209.656,36.133
-0.350,-0.259,-0.422,32.776,-227.112,44.739
-0.386,-0.161,-0.219,24.658,-243.896,72.205
-0.397,0.186,0.111,21.729,-249.207,84.534
-0.373,0.377,0.295,26.123,-267.090,85.327
-0.349,0.545,0.733,32.043,-273.010,74.280
-0.348,0.542,1.016,51.025,-273.804,52.856
-0.317,0.431,1.450,72.571,-272.827,41.199
-0.287,0.340,1.573,93.933,-269.836,21.179
-0.201,0.343,1.825,75.684,-263.062,22.522
-0.150,0.493,1.942,18.311,-225.830,37.903
-0.015,0.867,2.050,3.967,-199.829,37.231
0.021,0.943,1.954,21.423,-152.405,12.756
0.007,0.912,1.737,34.241,-142.029,0.732
0.003,0.888,1.793,45.776,-144.653,-16.296
0.045,0.783,2.071,51.331,-143.250,-23.926
0.068,0.719,2.110,52.856,-118.347,-30.273
0.094,0.676,2.092,46.143,-98.389,-27.893
0.113,0.672,2.088,45.227,-60.059,-21.973
0.130,0.628,1.989,45.959,-44.128,-19.470
0.141,0.665,1.980,37.537,-30.518,-14.709
0.180,0.859,2.034,8.606,-4.028,-5.493
0.176,0.927,2.005,0.366,11.108,-5.737
0.157,0.957,1.957,0.488,36.499,-15.259
0.097,0.914,1.863,7.202,45.410,-22.217
0.060,0.857,1.805,22.949,61.890,-33.813
-0.004,0.765,1.712,23.254,72.632,-36.926
-0.017,0.781,1.742,9.460,95.520,-40.649
-0.041,0.848,1.819,5.920,109.253,-43.945
-0.065,0.829,1.738,7.385,142.395,-52.856
-0.124,0.698,1.428,4.761,155.212,-56.274
-0.141,0.611,1.322,-4.150,163.391,-57.983
-0.112,0.517,1.322,-38.147,172.363,-56.763
-0.082,0.514,1.333,-51.941,177.979,-54.199
-0.038,0.468,1.185,-53.345,195.435,-54.321
-0.025,0.428,1.073,-44.800,202.637,-58.411
0.011,0.326,0.871,-24.841,208.313,-69.275
0.018,0.268,0.764,-18.494,214.050,-72.144
0.022,0.133,0.503,-22.644,238.159,-69.275
0.036,0.113,0.407,-52.429,251.770,-59.265
0.089,0.144,0.257,-66.345,252.197,-56.335
0.099,0.152,0.160,-67.932,247.620,-58.472
0.084,0.030,-0.058,-59.387,240.784,-59.998
0.082,-0.033,-0.156,-45.776,208.435,-52.490
0.111,-0.018,-0.259,-43.213,186.157,-43.579
0.156,0.064,-0.187,-36.133,132.996,-25.452
0.242,0.221,-0.028,-32.715,114.746,-20.813
0.230,0.202,-0.072,-31.555,113.220,-20.325
0.156,0.103,-0.487,-35.278,107.727,-16.602
0.174,0.172,-0.578,-50.049,47.363,-6.897
0.209,0.291,-0.494,-49.561,13.367,-9.705
0.216,0.288,-0.476,-34.424,-35.522,-23.804
0.205,0.162,-0.475,-27.405,-55.115,-30.884
0.180,0.083,-0.444,-13.184,-90.027,-33.691
0.136,0.069,-0.327,-4.333,-108.887,-29.724
0.091,0.163,-0.360,0.305,-135.925,-20.569
0.061,0.174,-0.480,-1.038,-161.987,-17.212
-0.073,0.137,-0.587,-5.859,-181.580,-14.526
-0.149,0.136,-0.529,-18.127,-225.830,-8.118
-0.312,0.062,-0.321,-16.418,-249.451,-5.554
-0.412,-0.003,-0.241,4.578,-299.805,6.958
-0.672,-0.043,-0.110,22.461,-329.712,16.785
-0.804,-0.003,0.053,75.256,-407.898,25.696
-1.056,0.052,0.602,100.708,-443.970,24.292
-1.121,0.058,1.066,92.468,-494.507,23.071
-0.976,0.150,2.467,54.199,-499.145,30.029
-0.760,0.390,3.077,3.174,-424.316,38.025
-0.452,0.604,3.206,21.545,-357.422,19.531
-0.409,0.468,2.950,50.354,-262.634,-17.517
-0.315,0.285,2.715,28.503,-238.708,-15.747
-0.249,0.322,2.728,-22.827,-158.813,2.869
-0.141,0.277,2.439,-10.559,-108.215,6.836
-0.112,0.244,2.183,40.405,-61.401,9.094
-0.083,0.320,1.825,46.692,-55.725,11.780
-0.060,0.408,1.699,40.771,-48.279,14.648
-0.043,0.494,1.562,22.034,-25.574,10.620
-0.034,0.565,1.322,12.756,-17.761,4.150
-0.035,0.540,1.297,4.578,-13.977,-6.836
-0.063,0.480,1.271,13.672,-13.733,-9.949
-0.084,0.459,1.219,36.438,-17.761,-13.733
-0.111,0.462,1.235,37.903,-18.005,-16.052
-0.134,0.420,1.246,34.607,-2.258,-23.560
-0.203,0.283,1.109,34.302,6.165,-25.513
0.183,1.071,2.087,-39.978,-60.120,70.801
0.207,1.183,2.204,-30.518,-25.696,48.706
0.173,1.239,2.416,-32.593,-3.357,37.354
0.157,1.241,2.508,-51.392,50.842,15.320
0.089,1.230,2.568,-57.678,82.153,1.953
0.032,1.193,2.540,-58.777,143.677,-31.433
-0.097,1.000,2.348,-58.350,169.128,-47.607
-0.168,0.900,2.232,-75.562,206.482,-72.144
-0.262,0.622,1.973,-86.731,219.543,-83.923
-0.283,0.433,1.825,-100.342,233.093,-81.177
-0.327,0.220,1.607,-110.901,233.643,-69.031
-0.346,0.190,1.521,-122.742,232.300,-55.664
-0.328,0.159,1.358,-118.225,228.943,-55.664
-0.333,0.118,1.228,-104.980,221.985,-57.617
-0.358,0.079,0.881,-102.905,220.764,-57.800
-0.352,0.070,0.729,-98.450,219.421,-68.115
-0.306,-0.032,0.473,-90.759,218.018,-78.003
-0.275,-0.094,0.382,-69.031,205.994,-84.961
-0.198,-0.200,0.260,-61.401,195.862,-79.163
-0.157,-0.216,0.179,-60.120,172.546,-53.467
-0.103,-0.136,0.028,-62.805,159.607,-37.781
-0.071,-0.049,-0.022,-66.833,146.667,-23.926
0.003,0.148,-0.140,-72.815,122.620,-8.728
0.027,0.219,-0.197,-72.571,108.398,-8.789
0.041,0.333,-0.289,-65.857,74.036,-17.090
0.047,0.327,-0.293,-59.875,57.068,-23.926
0.025,0.146,-0.283,-51.270,38.086,-35.217
0.017,0.083,-0.380,-43.335,36.987,-35.156
0.005,0.028,-0.503,-16.296,16.541,-28.015
-0.028,-0.003,-0.661,-8.301,-4.028,-20.325
-0.038,0.012,-0.663,-0.549,-46.326,-2.991
-0.055,0.080,-0.597,2.747,-61.584,0.488
-0.077,0.071,-0.596,11.841,-81.360,-5.615
-0.127,-0.014,-0.645,14.343,-93.811,-8.545
-0.147,-0.036,-0.619,10.254,-131.653,-2.869
-0.180,0.043,-0.431,9.583,-151.733,3.723
-0.187,0.144,-0.287,6.958,-186.401,15.442
-0.162,0.365,0.019,8.911,-202.637,16.785
-0.155,0.422,0.194,18.250,-232.666,6.592
-0.146,0.386,0.651,25.024,-245.178,0.977
-0.113,0.400,0.900,40.710,-264.099,1.953
0.036,0.549,1.339,47.913,-265.381,3.723
0.096,0.620,1.449,68.970,-249.268,-6.897
0.151,0.678,1.581,80.750,-240.234,-19.043
0.178,0.645,1.693,91.675,-224.792,-40.344
0.264,0.491,1.975,84.839,-213.440,-42.969
0.310,0.465,2.071,68.359,-196.228,-40.222
0.362,0.540,2.064,37.231,-153.076,-32.959
0.374,0.586,2.000,33.997,-135.254,-33.691
0.389,0.619,1.964,38.635,-114.624,-41.809
0.411,0.555,1.961,40.466,-106.750,-46.753
0.402,0.441,1.925,31.250,-83.862,-46.753
0.390,0.280,1.839,19.775,-69.397,-38.208
0.394,0.283,1.824,6.470,-47.485,-17.700
0.411,0.406,1.895,5.920,-41.138,-10.498
0.421,0.596,1.961,5.432,-20.142,-6.836
0.405,0.589,1.933,-0.854,16.785,-13.367
0.374,0.476,1.914,-9.521,31.555,-13.794
0.372,0.481,1.990,-23.743,48.950,-9.460
0.365,0.608,2.152,-22.339,59.875,-8.240
0.349,0.686,2.164,-5.493,92.651,-12.756
0.292,0.781,1.971,4.272,110.657,-19.165
0.249,0.733,1.764,4.272,140.259,-33.508
0.188,0.610,1.431,-10.620,149.719,-36.621
0.180,0.607,1.319,-39.673,165.649,-41.321
0.185,0.637,1.125,-44.067,173.523,-47.363
0.164,0.594,1.005,-28.625,187.195,-63.721
0.146,0.352,0.639,-17.578,185.608,-69.153
0.161,0.290,0.474,-34.363,164.551,-71.045
0.189,0.356,0.337,-52.979,152.893,-68.359
0.196,0.412,0.315,-75.134,139.954,-73.120
0.201,0.350,0.270,-79.590,136.475,-80.688
0.228,0.343,0.298,-70.129,110.657,-89.233
0.238,0.332,0.459,-55.359,95.337,-95.581
0.213,0.246,0.420,-16.968,83.862,-107.056
0.174,0.086,0.158,-8.972,80.505,-106.445
0.188,0.058,0.104,-35.156,65.674,-93.262
0.254,0.077,0.274,-52.307,58.167,-84.778
0.267,0.059,0.333,-55.603,55.237,-78.125
0.225,-0.042,0.205,-31.311,60.669,-67.688
0.213,-0.061,0.069,-23.193,63.843,-60.425
0.227,-0.058,-0.158,-23.621,48.767,-45.288
0.228,-0.049,-0.219,-25.330,30.884,-37.598
0.213,-0.057,-0.280,-20.935,-5.737,-18.799
0.193,0.006,-0.337,-17.456,-17.944,-7.874
0.172,0.102,-0.391,-17.822,-32.227,-1.526
0.152,0.074,-0.406,-16.174,-38.086,-7.080
0.138,-0.043,-0.419,-7.996,-57.129,-10.254
0.065,-0.111,-0.472,-8.606,-72.205,-3.540
0.012,-0.075,-0.459,-10.620,-107.971,10.864
-0.077,-0.022,-0.458,-5.066,-124.878,14.221
-0.106,-0.043,-0.479,8.240,-162.781,14.709
-0.238,-0.105,-0.412,7.568,-184.021,16.052
-0.336,-0.109,-0.275,0.549,-226.379,23.437
-0.477,-0.132,0.110,5.005,-243.530,26.489
-0.512,-0.206,0.249,33.020,-269.470,37.048
-0.638,-0.217,0.515,40.466,-286.133,48.340
-0.679,-0.040,0.777,29.175,-318.481,63.965
-0.641,0.269,1.429,20.264,-318.909,61.768
-0.527,0.487,1.993,-13.123,-286.438,42.358
-0.442,0.541,2.063,-11.963,-262.512,31.433
-0.321,0.583,2.419,31.677,-273.315,39.063
-0.261,0.628,2.716,26.428,-281.738,44.617
-0.190,0.698,2.903,-8.423,-221.191,39.490
-0.030,0.823,3.040,-10.437,-173.584,26.428
-0.005,0.743,2.913,37.231,-84.595,-11.169
-0.090,0.276,2.328,68.909,-61.707,-19.043
-0.112,0.132,2.153,82.703,-58.044,0.427
-0.031,0.179,1.978,68.604,-50.476,13.733
0.016,0.256,1.816,35.034,-13.367,24.170
0.046,0.328,1.411,20.020,4.272,27.527
0.065,0.383,1.243,-4.761,18.738,32.715
0.074,0.550,1.056,-9.827,14.832,29.968
0.055,0.585,1.023,-3.906,-2.747,11.841
0.002,0.516,1.000,2.808,-9.521,0.671
-0.026,0.460,0.989,14.709,-15.320,-16.968
-0.089,0.325,0.972,19.043,-16.724,-23.499
-0.115,0.253,0.964,22.217,-20.325,-31.128
-0.172,0.122,0.927,20.569,-21.362,-31.494
-0.043,0.686,2.504,-103.027,-69.519,97.168
-0.022,0.912,2.642,-120.239,4.089,89.416
-0.024,1.038,2.503,-112.427,43.823,77.942
-0.048,1.003,2.356,-101.379,95.764,51.270
-0.136,0.885,2.243,-102.966,108.948,38.879
-0.187,0.864,2.256,-100.403,132.446,17.761
-0.271,0.834,2.188,-90.271,143.494,4.761
-0.320,0.747,2.095,-77.759,164.062,-22.339
-0.427,0.503,1.841,-85.937,176.819,-32.410
-0.469,0.382,1.711,-123.352,205.872,-44.495
-0.505,0.260,1.470,-139.099,219.604,-48.767
-0.505,0.243,1.370,-144.775,232.849,-55.420
-0.477,0.179,1.190,-120.728,250.671,-70.496
-0.463,0.108,1.100,-101.562,251.160,-76.782
-0.449,-0.017,0.987,-76.721,251.038,-89.722
-0.424,-0.308,0.706,-74.158,248.352,-90.271
-0.408,-0.357,0.590,-86.548,224.854,-71.594
-0.356,-0.301,0.498,-91.675,208.374,-60.425
