aX,aY,aZ,gX,gY,gZ
0.279,-0.105,0.867,-25.452,18.433,-18.188
0.264,-0.099,0.886,-24.963,16.418,-19.348
0.226,-0.149,0.866,-22.217,18.555,-18.066
0.223,-0.139,0.817,-19.409,18.738,-9.705
0.276,-0.064,0.793,-19.714,13.000,-5.310
0.313,0.010,0.868,-21.301,2.258,-1.465
0.321,0.072,0.963,-17.700,4.028,-4.395
0.287,0.033,0.951,-12.146,12.390,-8.484
0.262,0.037,0.949,-10.803,12.695,-6.714
0.271,0.075,0.969,-4.395,11.230,-1.709
0.277,0.154,0.896,-1.831,14.099,0.000
0.276,0.179,0.835,0.610,14.709,-0.427
0.250,0.150,0.814,2.502,11.292,-1.465
0.234,0.135,0.800,5.676,6.287,-1.770
0.246,0.178,0.790,2.808,3.845,-0.916
0.262,0.214,0.827,-2.625,0.427,0.916
0.281,0.261,0.858,-0.549,1.343,0.977
0.273,0.260,0.830,2.258,4.517,-0.427
0.265,0.255,0.788,0.183,3.113,-0.732
0.273,0.261,0.814,-0.793,-7.141,-2.197
0.275,0.246,0.892,3.052,-10.498,-2.991
0.269,0.229,0.898,6.531,-10.315,-2.808
0.257,0.187,0.925,8.118,-10.376,0.549
0.266,0.188,0.932,11.414,-11.780,2.808
0.276,0.206,0.928,14.893,-13.123,3.235
0.286,0.188,0.939,13.672,-13.245,2.747
0.286,0.165,0.923,8.850,-11.902,3.540
0.262,0.154,0.885,8.362,-16.785,3.418
0.268,0.163,0.903,11.658,-36.316,0.488
0.259,0.160,1.009,9.888,-41.748,0.549
0.236,0.149,1.029,4.150,-28.931,2.747
0.225,0.126,0.978,0.854,-18.433,2.686
0.230,0.132,0.971,-5.859,-8.240,2.686
0.255,0.210,1.002,-6.653,-7.263,3.662
0.257,0.239,1.000,-6.287,-6.287,3.967
0.246,0.215,0.997,-5.859,-2.014,0.549
0.237,0.191,1.007,-5.554,-0.610,-0.916
0.230,0.170,1.005,-2.258,1.465,-0.244
0.221,0.150,0.966,0.305,1.709,1.282
0.228,0.162,0.942,0.854,0.000,4.272
0.248,0.209,0.964,-1.892,-1.221,4.761
0.252,0.221,0.989,-3.662,0.977,3.540
0.251,0.206,0.954,-2.686,4.333,2.441
0.251,0.199,0.930,-4.272,6.287,1.465
0.237,0.163,0.933,-4.456,4.578,1.648
0.234,0.153,0.937,-2.869,0.793,4.028
0.241,0.180,0.941,-3.174,0.427,5.127
0.241,0.179,0.944,-4.456,2.747,5.066
0.235,0.168,0.960,-4.883,3.601,5.249
0.240,0.198,0.949,-5.188,4.700,6.165
0.252,0.251,0.943,-5.554,4.395,4.822
0.244,0.237,0.949,-3.662,3.113,1.282
0.240,0.200,0.976,-1.770,1.587,1.282
0.239,0.199,0.975,0.061,0.916,2.686
0.244,0.223,0.966,-0.671,1.343,2.747
0.242,0.223,0.960,0.122,1.709,2.319
0.240,0.212,0.909,4.211,3.296,1.953
0.244,0.226,0.901,2.136,2.502,2.197
0.568,-0.511,1.448,-61.157,113.892,-40.833
0.578,-0.517,1.429,-42.908,108.643,-28.992
0.568,-0.559,1.393,-35.522,104.980,-16.479
0.547,-0.589,1.239,-43.762,109.436,-6.653
0.541,-0.512,1.156,-56.580,117.493,10.864
0.535,-0.394,1.042,-54.749,119.446,13.245
0.493,-0.451,0.957,-50.293,128.418,12.451
0.405,-0.547,0.743,-53.833,129.517,17.700
0.392,-0.512,0.660,-54.932,117.004,33.691
0.377,-0.530,0.456,-53.467,110.840,39.673
0.380,-0.557,0.359,-70.435,99.243,56.702
0.380,-0.365,0.485,-84.900,92.773,65.674
0.364,-0.244,0.611,-77.271,96.130,69.641
0.234,-0.409,0.600,-58.899,104.004,67.322
0.156,-0.548,0.510,-19.409,102.722,83.374
0.045,-0.693,0.348,1.709,94.727,101.868
-0.048,-0.714,0.134,30.029,84.961,144.836
-0.201,-0.764,-0.368,20.142,73.242,164.673
-0.233,-0.789,-0.308,-23.987,44.678,202.332
-0.312,-0.566,-0.289,-32.654,40.649,218.750
-0.333,-0.290,-0.212,-35.767,29.968,231.873
-0.381,0.313,0.021,-16.357,3.784,242.371
-0.407,0.431,0.025,7.080,6.042,237.061
-0.400,0.459,-0.000,64.514,18.799,227.173
-0.300,0.613,-0.028,86.243,20.386,229.248
-0.245,0.796,-0.069,92.529,8.240,224.304
-0.190,1.189,-0.046,83.435,-7.080,208.740
-0.181,1.300,0.091,74.158,-39.978,164.978
-0.157,1.376,0.371,79.163,-47.119,143.677
-0.125,1.372,0.459,99.426,-47.363,106.506
-0.085,1.350,0.538,110.535,-44.434,92.041
-0.082,1.329,0.531,134.094,-40.588,65.125
-0.037,1.183,0.656,144.287,-43.274,52.673
-0.015,1.092,0.713,153.137,-40.710,35.583
0.007,0.919,0.706,144.348,-39.001,29.724
0.016,0.859,0.729,129.700,-41.504,23.865
0.072,0.745,0.783,123.901,-54.687,9.766
0.117,0.665,0.803,129.883,-63.660,2.808
0.140,0.611,0.835,114.258,-80.078,-2.991
0.126,0.751,1.005,94.971,-84.473,-3.113
0.110,0.846,1.079,85.144,-79.956,-19.104
0.099,0.837,1.106,91.187,-75.439,-32.349
0.107,0.785,1.139,89.783,-68.542,-50.781
0.105,0.639,1.123,82.764,-63.782,-56.030
0.093,0.560,1.105,60.364,-78.430,-55.969
0.031,0.568,1.285,53.345,-84.290,-54.321
0.029,0.613,1.316,61.401,-64.636,-63.049
0.098,0.549,1.338,65.674,-56.213,-71.716
0.140,0.477,1.332,56.091,-41.504,-78.552
0.128,0.435,1.330,47.485,-36.194,-78.308
0.093,0.424,1.326,41.809,-35.461,-81.726
0.071,0.345,1.378,40.161,-38.696,-84.656
0.099,0.268,1.386,39.246,-39.612,-86.426
0.129,0.177,1.346,36.316,-31.738,-84.045
0.144,0.066,1.240,29.785,-29.968,-80.627
0.138,0.038,1.231,9.277,-37.231,-75.378
0.133,0.008,1.297,0.305,-39.673,-73.608
0.153,0.016,1.332,-7.446,-28.687,-69.580
0.201,-0.010,1.330,-4.578,-19.348,-68.237
0.211,-0.033,1.280,-1.038,-2.869,-65.796
0.187,0.008,1.189,-5.798,-0.610,-66.895
0.172,0.022,1.184,-19.287,-6.592,-82.397
0.192,-0.102,1.209,-18.799,-9.888,-87.158
0.184,-0.187,1.222,-11.841,-14.282,-70.313
0.183,-0.189,1.134,-9.705,-14.221,-55.969
0.191,-0.134,1.050,-7.141,-15.320,-37.415
0.185,-0.090,0.971,-12.939,-18.433,-35.889
0.176,-0.102,0.994,-25.391,-19.958,-38.147
0.163,-0.100,1.037,-26.855,-15.625,-36.438
0.192,0.027,1.009,-29.846,-2.075,-31.738
0.183,0.068,1.007,-34.973,6.714,-39.856
0.142,0.026,1.005,-32.043,11.047,-46.997
0.125,-0.011,0.991,-18.066,17.517,-51.270
0.129,-0.010,0.943,-11.536,17.456,-46.753
0.139,0.000,0.932,-5.798,12.268,-35.461
0.167,0.041,0.910,-4.211,10.071,-29.114
0.166,0.098,0.913,-2.258,6.287,-16.296
0.157,0.088,0.941,0.488,0.793,-5.737
0.152,0.115,0.912,3.845,0.244,-1.282
0.154,0.113,0.876,12.512,-4.272,0.916
0.158,0.103,0.855,13.367,-9.766,1.404
0.154,0.109,0.876,6.775,-20.081,2.686
0.135,0.107,0.930,4.822,-22.217,2.930
0.124,0.109,0.935,4.028,-21.301,4.333
0.118,0.123,0.954,2.625,-20.447,4.761
0.114,0.126,0.969,-0.549,-15.564,5.188
0.116,0.153,0.974,-1.343,-11.353,5.493
0.113,0.156,0.969,-1.770,-3.052,4.089
0.096,0.116,0.955,-2.136,0.427,3.357
0.095,0.125,0.945,-2.136,2.625,5.005
0.096,0.166,0.960,-2.563,0.549,4.639
0.090,0.163,0.974,-2.502,-4.333,3.113
0.097,0.176,0.979,-0.793,-6.531,3.906
0.096,0.179,0.974,3.967,-11.902,5.066
0.104,0.163,0.956,4.517,-14.832,4.761
0.097,0.157,0.960,5.371,-19.470,5.676
0.083,0.169,0.964,5.676,-19.409,7.080
0.081,0.166,0.975,2.258,-16.724,7.568
0.075,0.189,1.009,-0.549,-12.573,7.751
0.071,0.190,1.022,-0.488,0.305,6.653
0.076,0.167,0.956,1.282,5.737,6.653
0.085,0.176,0.937,-1.099,3.296,5.798
0.090,0.154,0.949,-1.953,-0.732,5.066
0.090,0.161,0.964,-4.395,-6.042,6.836
0.077,0.187,1.016,-6.287,-6.042,7.080
0.076,0.207,1.037,-5.981,-1.343,6.714
0.074,0.221,1.028,-4.333,2.380,5.981
0.074,0.215,1.015,-2.625,5.432,4.089
0.079,0.203,0.986,-1.282,4.822,3.723
0.085,0.201,0.964,-2.014,2.014,3.967
0.093,0.228,0.985,-3.906,-0.610,3.967
0.086,0.224,0.999,-0.244,-2.014,2.014
0.078,0.198,0.970,2.502,-0.977,1.892
0.075,0.191,0.968,-0.061,0.427,2.808
0.070,0.184,0.980,-1.770,0.854,2.747
0.071,0.183,0.973,-1.648,0.916,2.808
0.073,0.186,0.962,0.000,-0.488,3.540
0.073,0.188,0.978,-0.732,-1.648,3.540
0.073,0.193,0.988,-1.221,-1.404,2.991
0.937,-0.661,1.396,-85.937,89.539,-88.013
0.918,-0.706,1.347,-92.346,115.356,-61.523
0.893,-0.801,1.012,-95.581,127.808,-49.866
0.887,-0.938,0.792,-102.600,132.385,-29.968
0.707,-1.256,0.293,-104.675,125.732,-12.817
0.592,-1.349,0.039,-87.891,85.205,45.837
0.358,-1.321,-0.129,-64.697,47.729,79.895
0.240,-1.257,-0.059,7.568,-18.921,139.282
-0.029,-1.116,0.107,37.476,-43.884,162.781
-0.271,-0.930,0.206,62.439,-76.965,208.801
-0.331,-0.701,0.110,60.974,-70.923,233.215
-0.368,-0.252,0.001,32.715,-59.753,256.531
-0.412,-0.150,0.061,16.052,-69.031,255.188
-0.459,-0.079,0.138,-9.277,-78.552,262.878
-0.491,0.465,0.107,-14.771,-76.782,271.912
-0.434,0.903,0.169,-1.953,-80.811,249.695
-0.417,1.089,0.328,25.574,-75.806,216.858
-0.467,0.926,0.192,55.969,-52.856,171.692
-0.526,0.826,0.202,42.725,-56.091,162.903
-0.516,0.955,0.448,42.969,-71.289,151.184
-0.446,1.215,0.642,71.289,-61.157,139.526
-0.403,1.225,0.538,109.741,-39.246,105.713
-0.336,1.303,0.440,105.896,-38.574,93.079
-0.334,1.371,0.459,103.516,-39.124,65.491
-0.360,1.230,0.489,115.173,-41.321,48.828
-0.352,1.136,0.562,135.559,-49.866,22.034
-0.313,0.909,0.703,138.245,-51.392,10.498
-0.294,0.781,0.777,116.699,-58.716,-7.629
-0.272,0.711,1.050,102.539,-62.683,-13.000
-0.249,0.747,1.177,106.262,-62.500,-24.109
-0.169,0.690,1.195,115.601,-69.153,-29.114
-0.144,0.622,1.293,117.615,-77.148,-38.818
-0.099,0.478,1.443,117.737,-59.937,-47.058
-0.073,0.431,1.477,121.887,-28.870,-66.040
0.035,0.297,1.430,126.953,-18.372,-78.369
0.088,0.190,1.364,126.831,-6.104,-95.520
0.106,-0.047,1.245,112.854,-4.822,-96.313
0.110,-0.075,1.266,69.214,-17.273,-79.407
0.152,0.118,1.408,52.246,-24.414,-71.533
0.189,0.243,1.481,38.635,-23.071,-78.186
0.243,0.100,1.512,40.405,-15.564,-88.196
0.232,-0.047,1.487,34.302,-4.395,-95.032
0.150,-0.154,1.506,24.170,-2.563,-91.858
0.119,-0.127,1.528,6.042,-0.793,-82.581
0.178,-0.005,1.535,1.892,2.869,-79.163
0.233,-0.017,1.438,5.127,17.639,-80.933
0.266,-0.156,1.243,2.014,17.029,-82.092
0.237,-0.182,1.277,-24.170,1.099,-82.642
0.140,-0.168,1.425,-32.593,-1.160,-82.092
0.138,-0.178,1.380,-25.024,14.771,-73.364
0.215,-0.139,1.146,-17.883,22.644,-65.674
0.254,-0.098,1.076,-14.893,23.376,-55.237
0.243,-0.121,1.082,-20.142,21.362,-53.711
0.221,-0.131,1.112,-38.452,24.841,-50.293
0.203,-0.147,1.160,-46.753,31.250,-47.974
0.216,-0.170,1.121,-40.161,46.265,-39.124
0.234,-0.246,0.987,-28.259,46.387,-33.325
0.227,-0.257,0.938,-13.306,33.630,-20.386
0.219,-0.195,0.912,-14.221,25.879,-14.587
0.219,-0.149,0.948,-26.917,18.494,-9.399
0.215,-0.084,0.915,-29.114,21.057,-9.033
0.218,-0.055,0.875,-25.391,21.973,-8.179
0.227,-0.046,0.850,-22.766,19.836,-7.202
0.233,-0.029,0.827,-18.921,18.555,-3.479
0.239,0.031,0.763,-18.738,17.273,-3.235
0.231,0.077,0.745,-19.958,9.094,-11.780
0.246,0.067,0.755,-18.738,1.526,-20.264
0.240,0.025,0.793,-19.653,-10.620,-22.827
0.238,0.079,0.856,-18.005,-8.728,-17.029
0.230,0.097,0.902,-13.611,4.700,-10.864
0.222,0.077,0.924,-12.695,14.343,-9.949
0.227,0.099,0.881,-13.428,25.757,-6.836
0.293,0.158,0.862,-12.878,20.813,-7.019
0.298,0.162,0.889,-3.662,2.197,-11.963
0.283,0.151,0.899,2.869,-4.761,-13.306
0.272,0.163,0.903,6.104,-10.864,-13.306
0.268,0.165,0.916,3.967,-17.822,-13.977
0.287,0.162,0.946,2.563,-18.005,-13.550
0.297,0.166,0.960,2.136,-16.357,-10.620
0.264,0.108,0.981,2.991,-14.832,-9.644
0.238,0.087,0.993,3.784,-11.414,-3.906
0.223,0.143,1.015,4.517,-9.094,0.183
0.221,0.187,1.021,9.277,-0.488,2.869
0.205,0.201,0.989,10.010,6.165,-0.061
0.196,0.183,0.963,4.272,17.212,-7.141
0.195,0.188,0.951,1.526,18.677,-8.545
0.201,0.183,0.942,1.648,17.822,-10.132
0.215,0.120,0.886,1.831,17.700,-11.292
0.218,0.077,0.863,1.282,17.700,-11.536
0.230,0.070,0.842,-3.418,16.785,-7.568
0.266,0.101,0.834,-6.958,14.526,-6.653
0.278,0.095,0.849,-13.550,9.766,-7.507
0.287,0.069,0.873,-15.320,7.629,-7.385
0.284,0.051,0.904,-14.587,-0.671,-2.625
0.296,0.101,0.944,-12.939,-3.662,1.465
0.300,0.148,0.947,-5.127,-5.737,4.944
0.309,0.200,0.949,-1.221,-5.798,4.944
0.307,0.215,0.982,0.366,-2.991,4.211
0.283,0.162,1.014,3.906,1.892,3.296
0.285,0.137,0.987,9.033,6.226,3.723
0.286,0.131,0.956,16.235,7.874,6.775
0.283,0.127,0.907,15.564,6.470,7.446
0.283,0.117,0.932,8.240,3.662,7.202
0.253,0.059,0.951,8.972,4.578,8.179
0.231,0.049,0.987,17.639,0.427,15.503
0.219,0.141,1.030,23.499,1.099,19.348
0.228,0.198,0.951,24.475,7.202,17.517
0.234,0.183,0.929,15.625,4.761,13.062
0.220,0.179,1.002,5.554,2.747,10.010
0.199,0.193,0.994,4.211,13.184,6.653
0.223,0.184,0.879,6.409,12.817,3.174
0.255,0.101,0.923,13.000,-1.099,-2.869
0.267,0.063,1.039,16.296,-3.967,0.549
0.274,0.080,1.120,29.663,-4.639,8.972
0.282,0.098,1.283,38.696,0.427,10.376
0.283,0.145,1.148,48.523,16.235,6.226
0.313,0.109,0.925,47.546,4.089,-1.587
0.300,0.026,1.084,37.903,-30.884,-14.282
0.255,-0.104,1.193,40.894,-30.212,-12.878
0.734,-1.083,0.870,-32.349,137.756,-75.195
0.699,-1.338,0.593,-15.625,156.616,-27.832
0.594,-1.715,-0.067,-4.822,136.292,5.859
0.518,-1.799,-0.117,1.648,44.434,82.031
0.338,-1.713,0.044,0.061,14.893,119.507
0.259,-1.509,0.121,-6.836,11.169,179.565
0.000,-1.157,0.097,-7.996,23.132,201.111
-0.135,-1.035,-0.063,20.081,21.790,248.535
-0.221,-0.636,-0.166,30.701,-2.197,267.334
-0.265,-0.362,-0.020,42.053,-49.988,270.996
-0.342,-0.064,0.223,51.697,-51.514,265.015
-0.412,0.169,0.607,52.551,-54.993,250.732
-0.381,0.479,0.923,45.349,-60.730,241.638
-0.294,1.058,1.081,42.725,-21.179,210.632
-0.270,1.177,0.922,45.532,14.832,189.697
-0.238,1.330,0.708,-15.320,83.618,157.715
0.027,1.756,0.383,-43.762,100.647,138.428
0.211,1.834,0.491,-3.784,47.363,67.139
0.368,1.589,0.503,53.711,11.292,24.841
0.358,1.311,0.410,103.821,-43.579,-32.776
0.245,0.757,0.418,83.923,-59.509,-45.166
0.204,0.572,0.284,52.490,-78.125,-43.030
0.247,0.558,0.397,48.096,-106.873,-39.429
0.328,0.677,0.808,67.017,-164.368,-42.603
0.488,0.982,1.234,79.895,-156.067,-52.185
0.496,0.931,1.119,77.881,-104.736,-75.684
0.447,0.541,0.929,60.852,-90.515,-77.332
0.429,0.364,0.925,17.212,-73.669,-58.167
0.515,0.401,1.065,0.610,-64.453,-44.312
0.586,0.517,1.185,-4.456,-56.824,-44.067
0.725,0.606,1.309,0.854,-59.265,-61.951
0.714,0.514,1.281,9.888,-74.646,-108.521
0.624,0.262,1.228,12.817,-86.548,-120.911
0.607,0.226,1.337,13.062,-97.900,-123.840
0.620,0.222,1.497,2.808,-79.834,-117.187
0.668,0.189,1.572,-3.967,-49.316,-113.220
0.700,0.168,1.500,-13.550,-2.563,-113.586
0.732,0.210,1.467,-18.433,8.606,-116.272
0.716,0.211,1.449,-26.489,31.067,-137.939
0.670,0.052,1.346,-31.677,44.495,-153.503
0.653,-0.031,1.288,-45.776,65.979,-165.527
0.639,-0.180,1.209,-55.237,76.904,-156.128
0.641,-0.198,1.210,-64.941,101.562,-123.169
0.607,-0.161,1.005,-64.880,108.276,-111.145
0.604,-0.160,0.913,-72.021,84.473,-90.149
0.623,-0.125,0.965,-69.092,75.928,-77.820
0.625,-0.108,0.956,-60.181,85.388,-64.758
0.646,-0.057,0.859,-63.110,116.028,-39.246
0.748,0.057,0.765,-80.933,108.826,-36.072
0.781,0.091,0.802,-101.440,72.632,-51.453
0.753,0.053,0.788,-100.342,64.270,-62.012
0.734,0.014,0.730,-97.168,52.124,-70.435
0.683,-0.008,0.664,-93.262,44.312,-68.481
0.661,-0.012,0.611,-89.416,31.616,-56.396
0.668,0.037,0.583,-88.257,23.071,-48.462
0.679,0.055,0.617,-79.590,6.104,-36.072
0.695,0.093,0.729,-72.266,1.709,-33.264
0.708,0.116,0.761,-51.941,12.268,-40.039
0.658,0.064,0.604,-36.560,24.780,-46.326
0.635,-0.003,0.511,-20.203,34.363,-47.607
0.634,-0.029,0.497,-11.719,34.607,-29.968
0.650,0.033,0.524,-22.278,29.724,-18.372
0.644,0.074,0.554,-50.537,24.353,-8.606
0.749,0.127,0.612,-58.472,23.865,-7.996
0.757,0.136,0.593,-45.654,15.442,-17.090
0.686,0.066,0.509,-33.508,10.437,-19.165
0.680,0.068,0.500,-27.344,5.798,-6.348
0.692,0.130,0.531,-31.067,6.348,-0.977
0.705,0.143,0.548,-39.551,7.141,2.869
0.803,0.165,0.596,-43.335,5.859,2.136
0.809,0.161,0.597,-44.189,1.892,-8.606
0.738,0.107,0.567,-38.147,-0.671,-12.573
0.716,0.075,0.557,-22.400,-3.967,-7.446
0.742,0.093,0.626,-18.982,-4.211,-0.427
0.792,0.128,0.678,-20.874,5.005,7.324
0.817,0.158,0.656,-19.226,14.893,7.019
0.806,0.166,0.599,-13.855,26.367,7.935
0.803,0.212,0.547,-10.498,23.010,8.057
0.807,0.234,0.556,-2.136,17.090,5.737
0.815,0.217,0.605,22.400,9.399,-5.005
0.808,0.174,0.618,27.283,9.949,-9.766
0.811,0.138,0.612,21.790,16.968,-8.911
0.814,0.149,0.590,18.311,20.264,-5.737
0.812,0.172,0.576,11.475,20.569,-2.686
0.821,0.209,0.576,10.315,21.545,-3.967
0.829,0.224,0.556,12.756,27.100,-9.033
0.823,0.215,0.535,12.512,28.564,-12.512
0.812,0.207,0.502,5.249,23.132,-16.174
0.795,0.180,0.484,6.592,18.127,-16.846
0.781,0.157,0.513,2.686,10.559,-13.977
0.782,0.157,0.529,-4.395,11.719,-10.132
0.780,0.140,0.492,-9.399,17.639,0.000
0.773,0.142,0.469,-8.850,15.503,4.517
0.769,0.163,0.482,-10.742,3.418,11.230
0.793,0.191,0.512,-11.353,-0.488,14.038
0.819,0.222,0.534,-6.226,-1.526,12.085
0.807,0.225,0.522,-4.211,-0.244,8.911
0.801,0.214,0.523,-0.732,1.831,7.263
0.798,0.191,0.525,2.014,3.174,7.507
0.802,0.196,0.514,3.845,4.028,8.179
0.819,0.210,0.504,2.869,2.380,8.118
0.826,0.219,0.513,-1.099,-2.625,8.850
0.828,0.236,0.523,-3.784,-3.601,9.705
0.837,0.243,0.536,-4.578,-3.235,8.484
0.861,0.254,0.553,-0.732,-3.357,5.737
0.856,0.241,0.549,2.197,-4.700,2.441
0.842,0.220,0.543,1.404,-7.874,0.305
0.820,0.205,0.537,0.488,-7.690,1.587
0.812,0.214,0.530,0.854,-3.235,2.747
0.807,0.227,0.514,0.488,-0.793,2.380
0.807,0.230,0.517,-1.343,4.333,1.709
0.817,0.227,0.531,0.427,7.385,1.221
0.833,0.235,0.527,1.892,9.460,-1.648
0.804,0.213,0.485,0.793,8.179,-3.418
0.790,0.203,0.476,0.244,3.845,-1.892
0.823,0.232,0.513,-0.122,2.014,-1.099
0.824,0.219,0.516,0.977,0.610,-2.136
0.808,0.193,0.513,4.272,-2.747,-2.258
0.824,0.215,0.537,1.709,-4.822,-0.305
0.571,1.017,0.911,85.266,-185.913,-21.973
0.583,0.915,1.011,79.956,-182.739,-39.490
0.578,0.695,1.153,79.590,-184.387,-45.898
0.584,0.569,1.170,69.275,-189.331,-45.532
0.693,0.503,1.334,63.354,-192.078,-45.166
0.694,0.472,1.432,59.998,-185.303,-54.932
0.651,0.323,1.545,55.298,-174.316,-56.396
0.649,0.275,1.545,29.663,-143.127,-44.067
0.689,0.348,1.570,14.282,-134.521,-33.508
0.705,0.436,1.691,-6.897,-86.426,-29.297
0.732,0.455,1.453,-14.221,-53.223,-31.921
0.691,0.452,1.369,-27.832,-31.128,-29.114
0.714,0.490,1.288,-27.405,-23.254,-31.860
0.724,0.444,1.209,-7.690,-11.780,-54.199
0.553,0.190,0.922,-0.671,-12.451,-63.599
0.536,0.150,0.897,-9.644,-32.166,-59.204
0.619,0.202,1.153,-14.648,-39.490,-59.509
0.583,0.134,1.188,-12.573,-29.480,-68.787
0.443,0.030,1.128,-13.794,-14.099,-62.927
0.395,0.057,0.981,-20.630,14.771,-47.058
0.347,0.189,0.723,-20.935,9.583,-45.105
0.341,0.262,0.705,-14.038,-19.104,-53.284
0.285,0.310,0.675,-11.780,-27.405,-61.462
0.236,0.314,0.609,-11.108,-36.072,-75.562
0.204,0.376,0.556,-9.155,-44.983,-83.069
0.193,0.396,0.594,-9.460,-65.735,-102.966
0.156,0.352,0.705,-13.000,-70.251,-111.755
0.134,0.307,0.729,-15.137,-70.068,-121.399
0.111,0.278,0.769,-12.695,-71.838,-124.023
0.136,0.264,0.857,3.540,-84.961,-134.583
0.138,0.098,0.985,13.367,-88.318,-139.343
0.133,0.037,1.017,15.259,-87.463,-138.000
0.193,0.096,1.074,-1.953,-77.148,-122.986
0.240,0.138,1.075,-9.216,-70.068,-119.019
0.265,0.148,1.088,-14.343,-61.890,-119.141
0.292,0.104,1.186,-20.081,-57.373,-119.324
0.310,0.050,1.255,-36.743,-42.725,-116.699
0.313,-0.047,1.325,-40.405,-31.982,-111.694
0.312,-0.035,1.289,-37.842,-9.155,-98.877
0.344,-0.040,1.284,-36.682,-4.822,-95.459
0.353,-0.082,1.318,-35.706,-2.869,-89.050
0.368,-0.068,1.374,-36.865,0.244,-83.862
0.358,-0.063,1.336,-34.546,13.489,-76.965
0.346,-0.079,1.271,-27.588,18.433,-75.134
0.325,-0.134,1.216,-15.137,15.015,-70.862
0.310,-0.168,1.231,-14.771,12.573,-66.406
0.310,-0.156,1.215,-18.860,22.644,-51.147
0.324,-0.099,1.191,-22.766,36.804,-38.086
0.339,-0.038,1.144,-22.949,40.588,-36.072
0.334,-0.043,1.133,-24.841,43.274,-32.715
0.309,-0.105,1.094,-28.076,46.082,-28.809
0.309,-0.101,1.068,-32.776,51.453,-16.113
0.330,-0.013,1.010,-31.433,51.819,-11.719
0.344,0.019,0.993,-23.743,44.373,-10.437
0.339,-0.005,0.977,-17.883,39.001,-9.155
0.313,-0.044,0.959,-15.564,34.119,-1.099
0.293,-0.083,0.921,-18.250,33.386,2.563
0.320,-0.052,0.906,-8.789,26.001,5.920
0.336,0.007,0.873,-1.465,19.714,6.897
0.337,0.038,0.861,4.639,8.240,12.512
0.324,0.057,0.887,0.000,5.615,12.817
0.311,0.033,0.897,-6.409,7.202,11.536
0.322,0.034,0.886,-15.503,17.090,11.230
0.336,0.050,0.883,-18.188,21.851,12.085
0.355,0.099,0.859,-14.771,25.635,15.076
0.365,0.118,0.841,-8.911,23.315,15.503
0.390,0.165,0.864,-0.977,11.780,13.428
0.376,0.176,0.872,-2.808,8.057,11.108
0.361,0.156,0.864,-7.874,13.184,5.676
0.353,0.109,0.854,-10.315,18.311,5.066
0.353,0.082,0.846,-16.296,27.222,6.226
0.362,0.093,0.815,-18.250,29.358,8.728
0.371,0.126,0.799,-10.559,26.489,10.620
0.370,0.162,0.732,-5.005,22.827,9.338
0.368,0.179,0.701,6.470,8.301,6.287
0.381,0.169,0.739,11.902,-2.869,4.395
0.373,0.149,0.783,13.306,-12.329,2.991
0.361,0.129,0.818,9.094,-16.785,4.517
0.349,0.111,0.825,8.667,-12.512,7.263
0.357,0.124,0.819,4.517,-4.028,12.451
0.375,0.193,0.835,2.014,-1.404,13.184
0.389,0.208,0.845,8.728,0.916,9.094
0.392,0.185,0.818,13.245,0.061,6.775
0.390,0.182,0.819,14.404,-8.911,6.226
0.403,0.186,0.903,11.230,-13.916,6.287
0.396,0.174,0.898,4.272,-11.414,6.775
0.401,0.197,0.895,0.793,-8.362,7.996
0.409,0.224,0.918,0.610,-3.601,7.324
0.407,0.226,0.879,1.221,-0.244,5.493
0.409,0.232,0.874,-0.610,3.052,3.479
0.412,0.218,0.875,1.160,4.944,2.258
0.415,0.220,0.859,1.953,5.798,1.343
0.423,0.228,0.876,1.038,3.601,0.671
0.415,0.206,0.870,2.441,0.977,-0.427
0.415,0.227,0.849,1.343,-1.160,0.244
0.423,0.247,0.879,-1.221,-6.775,-3.296
0.407,0.180,0.901,0.854,-5.615,-5.188
0.402,0.167,0.882,5.249,-2.075,-1.770
0.404,0.194,0.885,5.554,-3.174,-0.305
0.401,0.179,0.909,-0.183,-6.653,-1.465
0.393,0.157,0.918,-2.686,-2.258,-0.488
0.390,0.158,0.906,-0.488,1.404,0.916
0.398,0.177,0.906,5.310,0.488,1.343
0.409,0.191,0.910,3.906,-3.174,0.488
0.405,0.172,0.927,-2.930,-4.700,0.854
0.399,0.169,0.913,-2.258,-1.709,2.625
0.408,0.194,0.910,3.296,-0.366,3.845
0.423,0.224,0.946,3.967,-1.892,2.319
0.417,0.212,0.953,1.770,2.075,-0.916
0.404,0.189,0.913,1.648,6.653,-0.977
0.414,0.198,0.894,1.221,7.996,-1.465
0.419,0.177,0.892,0.183,4.883,-2.197
0.418,0.169,0.905,-0.244,-0.549,-0.732
0.410,0.169,0.905,0.732,-0.671,-0.061
0.408,0.167,0.899,0.793,1.282,0.610
0.414,0.192,0.914,0.305,1.770,0.549
0.409,0.180,0.909,1.038,3.296,-1.160
0.405,0.157,0.891,1.282,3.052,-0.793
0.411,0.178,0.897,1.953,1.465,-0.366
0.862,0.968,0.779,31.677,-31.250,6.897
0.853,0.947,0.770,27.405,-19.043,-7.690
0.836,0.848,0.719,24.963,-14.526,-11.780
0.829,0.844,0.705,19.592,-10.742,-12.329
0.799,0.821,0.675,14.221,-7.080,-14.160
0.764,0.874,0.670,2.258,0.000,-17.029
