aX,aY,aZ,gX,gY,gZ
0.738,0.924,0.673,-4.700,3.418,-20.386
0.700,0.980,0.698,-21.179,9.399,-34.180
0.699,0.944,0.685,-25.635,13.245,-42.175
0.699,0.893,0.591,-24.292,18.250,-54.993
0.707,1.012,0.581,-26.855,16.663,-57.373
0.712,1.326,0.712,-36.560,9.338,-71.533
0.683,1.330,0.753,-39.673,16.602,-108.643
0.628,1.020,0.681,-39.673,23.193,-125.610
0.639,0.890,0.563,-27.344,27.466,-140.198
0.676,0.723,0.539,-20.630,19.897,-143.066
0.662,0.671,0.642,-20.996,13.000,-143.494
0.642,0.578,0.584,-37.964,20.386,-145.447
0.679,0.490,0.495,-49.011,19.226,-151.001
0.755,0.404,0.586,-74.768,-0.488,-146.240
0.732,0.440,0.619,-87.280,0.793,-136.719
0.685,0.427,0.561,-95.581,23.437,-137.512
0.636,0.176,0.384,-93.140,28.015,-143.005
0.667,0.105,0.297,-81.055,23.437,-131.042
0.776,0.102,0.216,-71.594,21.790,-119.995
0.813,0.046,0.246,-60.120,26.428,-121.094
0.836,-0.561,0.353,-56.030,27.832,-125.671
0.811,-0.959,0.329,-52.307,31.250,-100.464
0.748,-1.545,0.092,-44.067,29.602,-73.914
0.708,-1.801,0.060,-10.681,10.193,-16.907
0.490,-2.304,0.036,12.695,5.554,14.526
0.344,-2.522,-0.019,46.204,-2.136,108.765
0.078,-2.331,0.042,46.692,-13.000,172.974
-0.019,-1.826,0.162,50.049,-46.509,277.100
-0.149,-0.601,0.386,62.683,-57.068,297.363
-0.199,-0.103,0.465,78.308,-60.425,299.927
-0.378,0.332,0.237,111.450,-46.936,280.640
-0.503,0.439,0.101,121.338,-51.453,276.001
-0.559,0.682,0.179,122.375,-113.281,301.636
-0.470,1.297,0.711,117.065,-136.780,306.641
-0.407,1.546,0.788,102.600,-117.859,255.493
-0.279,1.678,0.621,96.680,-97.534,207.825
-0.240,1.525,0.532,91.614,-81.238,120.544
-0.228,1.341,0.392,83.740,-84.229,94.849
-0.214,1.375,0.438,63.721,-102.112,60.974
-0.117,1.486,0.614,60.486,-104.614,42.664
-0.050,1.428,0.640,71.045,-95.764,-1.953
0.046,1.139,0.548,79.651,-95.032,-23.865
0.076,0.933,0.612,96.191,-119.324,-56.763
0.099,0.726,1.018,101.440,-131.348,-62.927
0.112,0.768,1.167,121.460,-132.385,-76.721
0.160,0.770,1.229,132.812,-127.686,-90.515
0.174,0.651,1.138,131.958,-121.521,-113.281
0.176,0.494,0.987,115.906,-125.916,-115.784
0.175,0.486,1.078,89.722,-143.066,-116.455
0.151,0.455,1.220,90.759,-143.921,-119.751
0.137,0.406,1.222,98.694,-138.367,-126.709
0.108,0.338,1.146,98.328,-125.061,-129.944
0.120,0.308,1.066,80.627,-118.042,-133.606
0.140,0.309,1.250,71.777,-127.991,-134.033
0.163,0.374,1.406,69.763,-135.559,-135.559
0.165,0.376,1.565,83.557,-136.536,-154.175
0.134,0.220,1.548,87.341,-130.859,-168.884
0.105,-0.055,1.577,64.026,-116.333,-170.593
0.105,-0.030,1.607,41.748,-103.149,-154.785
0.108,0.076,1.599,0.122,-62.317,-132.019
0.102,0.139,1.516,-15.625,-43.213,-132.629
0.096,0.080,1.441,-30.212,-19.409,-135.315
0.097,-0.017,1.336,-25.757,-18.311,-133.179
0.100,-0.056,1.321,5.554,-31.921,-129.456
0.102,-0.148,1.271,15.991,-36.987,-127.502
0.108,-0.172,1.283,7.202,-34.790,-119.080
0.130,-0.181,1.329,-0.977,-27.771,-112.915
0.137,-0.169,1.347,-14.465,-8.606,-102.783
0.127,-0.199,1.408,-16.785,0.916,-98.755
0.122,-0.229,1.396,-13.123,19.714,-87.341
0.134,-0.258,1.277,-11.292,24.902,-78.247
0.145,-0.223,1.233,-17.273,26.123,-62.195
0.140,-0.146,1.187,-25.818,28.259,-60.730
0.129,-0.168,1.152,-37.903,41.260,-63.843
0.134,-0.212,1.061,-35.889,46.570,-58.594
0.134,-0.164,1.051,-31.738,48.218,-48.645
0.132,-0.081,1.039,-27.954,49.744,-30.029
0.136,0.055,1.005,-26.367,48.523,-26.367
0.132,0.024,0.987,-20.081,44.861,-22.949
0.137,-0.007,0.978,-19.104,43.030,-18.799
0.140,-0.018,0.968,-14.282,35.278,-15.320
0.155,0.009,0.895,-11.353,28.687,-13.794
0.160,0.024,0.879,-9.888,16.785,-12.024
0.159,0.079,0.868,-9.033,15.015,-11.353
0.150,0.101,0.843,-2.808,15.198,-12.573
0.143,0.076,0.781,-0.854,14.160,-13.000
0.141,0.065,0.802,-3.906,10.742,-8.179
0.138,0.062,0.854,-3.418,14.160,-4.944
0.148,0.075,0.855,4.211,20.996,-1.221
0.170,0.135,0.824,6.470,20.142,-2.319
0.171,0.128,0.827,4.150,10.559,-7.629
0.166,0.083,0.830,1.038,6.348,-8.240
0.171,0.089,0.850,-2.319,3.723,-7.324
0.178,0.109,0.913,-4.150,1.648,-5.981
0.179,0.115,0.920,-1.465,1.587,-5.676
0.179,0.105,0.918,4.639,1.282,-4.944
0.179,0.107,0.915,3.845,0.671,-3.418
0.183,0.127,0.930,-0.793,-1.099,-1.282
0.185,0.138,0.958,-0.610,-0.854,-1.404
0.189,0.153,0.947,2.808,-0.305,-1.160
0.202,0.212,0.975,2.808,-1.587,-2.258
0.203,0.207,0.995,3.296,0.305,-7.202
0.198,0.160,0.986,5.127,2.197,-7.690
0.198,0.153,0.965,5.493,0.732,-6.531
0.203,0.181,0.997,3.967,-0.488,-6.226
0.205,0.194,1.016,5.371,4.456,-7.324
0.205,0.155,0.982,6.531,7.324,-8.240
0.207,0.147,0.963,6.348,7.324,-7.996
0.214,0.183,0.995,4.517,2.075,-6.348
0.210,0.163,1.005,6.104,2.197,-7.568
0.206,0.116,0.978,9.094,8.789,-9.399
0.227,0.102,0.916,5.981,8.240,-7.141
0.234,0.118,0.936,0.305,1.770,-3.967
0.995,-1.246,0.409,81.543,43.579,5.798
0.960,-1.261,0.417,81.299,46.021,37.048
0.887,-1.221,0.437,80.872,47.607,50.354
0.828,-1.194,0.459,98.450,41.199,71.960
0.641,-1.149,0.565,113.770,35.522,84.045
0.535,-1.148,0.649,143.372,28.992,117.981
0.291,-1.184,0.663,155.457,27.405,141.357
0.160,-1.165,0.598,160.583,19.653,205.322
-0.115,-0.883,0.431,152.893,17.334,238.586
-0.261,-0.637,0.310,146.240,10.742,291.138
-0.410,-0.103,0.229,151.978,2.136,308.594
-0.426,0.155,0.347,172.485,-30.029,318.054
-0.391,0.594,0.730,183.228,-49.072,307.800
-0.356,0.756,0.799,175.537,-46.265,286.621
-0.280,1.053,0.658,151.428,-35.583,281.311
-0.243,1.200,0.633,107.178,-31.189,256.287
-0.166,1.314,0.674,105.041,-32.471,233.948
-0.142,1.292,0.643,111.877,-32.532,211.121
-0.057,1.318,0.568,112.244,-31.006,178.528
-0.007,1.341,0.560,102.112,-30.273,166.931
0.039,1.311,0.515,105.286,-28.748,137.024
0.072,1.067,0.309,118.896,-32.043,118.835
0.071,0.895,0.236,135.742,-52.368,91.370
0.088,0.800,0.285,131.226,-64.270,86.975
0.098,0.936,0.349,103.027,-73.608,82.947
0.116,1.112,0.410,93.628,-73.669,73.364
0.117,1.060,0.410,95.154,-78.613,45.288
0.152,0.923,0.469,98.877,-85.632,35.034
0.177,0.914,0.530,95.520,-100.037,25.696
0.214,1.069,0.710,89.355,-104.492,22.217
0.207,1.086,0.819,87.769,-107.788,13.672
0.174,0.989,0.876,98.877,-108.459,-12.451
0.123,0.726,0.863,101.746,-107.849,-19.531
0.145,0.681,0.841,94.482,-110.229,-17.395
0.223,0.779,0.921,89.416,-114.441,-14.832
0.231,0.834,1.040,84.961,-116.882,-23.315
0.199,0.751,1.055,84.900,-114.258,-33.081
0.146,0.564,1.091,82.092,-111.206,-45.227
0.136,0.537,1.095,79.529,-110.901,-46.692
0.156,0.651,1.131,69.763,-113.586,-48.523
0.173,0.749,1.160,61.951,-114.197,-51.453
0.183,0.786,1.160,46.631,-104.431,-68.970
0.156,0.642,1.087,41.748,-99.365,-78.735
0.134,0.558,1.054,37.476,-99.792,-89.539
0.102,0.463,1.064,34.485,-104.614,-93.628
0.097,0.420,1.108,31.494,-110.107,-101.318
0.099,0.374,1.144,33.691,-106.934,-101.746
0.119,0.417,1.151,28.259,-98.694,-100.281
0.140,0.530,1.175,20.691,-94.299,-104.004
0.129,0.501,1.226,10.010,-90.332,-119.019
0.094,0.306,1.330,9.033,-88.562,-123.535
0.093,0.238,1.355,8.362,-81.909,-120.361
0.143,0.249,1.365,8.728,-78.369,-117.432
0.163,0.279,1.369,6.653,-70.740,-119.324
0.172,0.244,1.386,3.174,-66.406,-123.230
0.166,0.197,1.393,-5.859,-55.603,-129.028
0.156,0.109,1.434,-10.620,-49.561,-129.883
0.158,0.070,1.423,-18.738,-35.095,-125.122
0.181,0.078,1.359,-21.973,-30.212,-119.995
0.196,0.098,1.323,-23.621,-26.855,-115.540
0.213,0.120,1.350,-25.330,-21.912,-111.450
0.207,0.079,1.381,-23.682,-17.334,-111.633
0.206,-0.061,1.320,-15.076,-2.808,-108.521
0.209,-0.115,1.269,-13.977,3.540,-103.088
0.210,-0.182,1.206,-18.005,10.803,-88.562
0.203,-0.205,1.164,-17.639,13.367,-81.238
0.204,-0.170,1.066,-13.000,14.648,-66.711
0.202,-0.144,1.058,-13.428,12.756,-61.340
0.187,-0.221,1.011,-12.817,14.160,-55.786
0.185,-0.237,0.971,-12.512,16.541,-50.293
0.190,-0.104,0.973,-14.587,17.700,-34.729
0.196,-0.034,0.980,-10.193,19.775,-28.809
0.211,0.046,0.978,-8.362,20.874,-28.625
0.210,0.082,0.947,-9.277,24.048,-30.090
0.201,0.102,0.847,-9.888,24.658,-31.189
0.197,0.088,0.825,-8.362,20.874,-31.067
0.197,0.073,0.833,-4.944,18.311,-29.663
0.198,0.081,0.842,4.822,14.587,-26.062
0.192,0.080,0.870,7.019,13.550,-24.963
0.193,0.083,0.900,9.338,12.756,-22.217
0.183,0.082,0.872,10.559,13.794,-20.691
0.187,0.090,0.866,6.470,9.094,-15.747
0.204,0.151,0.936,2.930,6.592,-14.160
0.203,0.157,0.937,2.258,9.583,-15.503
0.207,0.166,0.914,3.174,9.766,-15.076
0.215,0.187,0.921,3.967,7.812,-13.672
0.222,0.202,0.937,5.310,3.540,-12.634
0.213,0.196,0.937,5.554,4.761,-13.428
0.210,0.171,0.923,6.287,8.423,-13.672
0.222,0.149,0.934,6.470,7.935,-11.902
0.225,0.153,0.939,6.042,5.859,-8.606
0.225,0.173,0.937,4.089,5.554,-7.446
0.229,0.203,0.935,-2.991,5.371,-6.958
0.221,0.197,0.909,-4.272,5.920,-8.301
0.214,0.170,0.875,-1.221,5.188,-8.057
0.217,0.166,0.852,-0.549,2.563,-6.531
0.224,0.173,0.890,-1.709,-2.625,-4.333
0.226,0.196,0.939,-0.732,-1.343,-3.662
0.226,0.209,0.926,3.296,4.211,-3.479
0.234,0.233,0.908,4.578,4.211,-4.211
0.239,0.232,0.916,4.761,2.441,-5.615
0.242,0.216,0.928,3.235,-1.282,-7.751
0.244,0.184,0.942,2.563,-2.075,-7.141
0.249,0.189,0.948,1.038,-2.869,-4.822
0.253,0.190,0.963,0.916,-2.319,-4.578
0.251,0.176,0.960,1.587,0.488,-4.272
0.257,0.176,0.962,0.122,0.977,-3.723
0.259,0.182,0.971,-2.502,1.099,-2.869
0.255,0.182,0.954,-1.953,1.343,-2.502
0.258,0.179,0.949,-1.953,-1.099,-1.343
0.264,0.199,0.958,-2.991,-2.502,-0.916
0.261,0.201,0.956,-2.869,-2.808,-1.160
0.253,0.178,0.949,-0.122,-1.038,-1.770
0.253,0.185,0.950,-1.099,-0.183,-1.465
0.254,0.195,0.956,-4.211,0.427,-2.075
0.258,0.181,0.951,-2.808,0.122,-2.441
0.258,0.177,0.954,0.366,-2.380,-1.221
0.255,0.192,0.981,1.160,-2.930,-0.427
0.254,0.210,0.979,-1.282,-0.305,-1.343
0.526,0.866,1.638,-43.030,79.834,-71.350
0.527,1.036,1.834,-37.476,113.770,-109.375
0.448,0.701,1.524,-25.452,143.982,-136.353
0.440,0.410,1.234,-24.109,169.373,-148.437
0.512,0.275,1.093,-35.339,166.870,-138.062
0.528,0.264,1.066,-64.453,181.519,-127.686
0.544,0.279,0.795,-70.313,188.477,-127.808
0.585,0.302,0.711,-49.927,165.161,-132.385
0.632,0.372,0.796,-53.223,159.607,-122.742
0.633,0.414,0.722,-48.096,173.218,-123.657
0.652,0.180,0.524,-40.100,171.082,-132.385
0.673,0.150,0.482,-69.031,160.095,-119.324
0.730,0.328,0.498,-98.206,156.311,-112.183
0.729,0.424,0.520,-118.347,151.794,-111.755
0.696,0.468,0.493,-115.906,146.545,-128.906
0.620,0.292,0.315,-101.257,142.029,-142.944
0.611,0.178,0.279,-71.167,111.877,-155.457
0.628,0.126,0.359,-66.284,99.487,-154.663
0.644,0.115,0.341,-72.205,103.699,-158.020
0.674,-0.074,0.047,-77.026,109.070,-160.461
0.689,-0.248,-0.178,-70.190,94.971,-151.550
0.698,-0.874,-0.558,-57.495,68.665,-147.400
0.662,-1.480,-0.621,-30.884,-8.606,-122.070
0.577,-2.549,-0.396,-26.489,-43.701,-91.614
0.553,-2.969,-0.010,-20.935,-79.651,-15.259
0.447,-3.595,0.852,7.202,-69.397,30.701
0.289,-3.838,0.869,73.059,-14.038,156.372
-0.169,-3.313,0.443,87.036,-4.578,240.662
-0.450,-2.609,0.278,119.751,-41.870,372.009
-0.987,-1.244,0.214,138.000,-72.693,402.039
-1.201,-0.699,0.225,132.629,-116.699,426.636
-1.464,0.242,0.479,96.313,-126.953,434.753
-1.464,0.794,0.702,61.951,-133.057,442.993
-1.224,1.585,0.722,81.909,-127.136,412.598
-1.088,1.773,0.515,121.094,-117.615,369.873
-0.925,1.857,0.429,175.903,-128.784,272.156
-0.608,1.628,0.577,174.011,-129.700,222.290
-0.484,1.454,0.629,133.301,-103.271,145.325
-0.309,1.115,0.654,121.643,-93.079,117.065
-0.249,0.858,0.630,125.916,-92.285,73.486
-0.174,0.749,0.577,118.286,-100.220,68.298
-0.105,0.976,0.645,86.609,-125.305,66.833
0.025,1.167,0.932,78.491,-130.005,50.598
0.051,1.015,1.018,93.079,-119.629,7.812
0.065,0.656,1.150,106.079,-113.892,-5.127
0.085,0.594,1.190,113.464,-105.774,-11.719
0.134,0.687,1.178,107.056,-104.980,-13.000
0.168,0.730,1.170,96.802,-105.835,-17.822
0.184,0.691,1.215,79.041,-109.192,-37.109
0.159,0.505,1.364,78.491,-108.093,-45.593
0.140,0.398,1.317,87.952,-101.868,-54.993
0.137,0.314,1.195,86.548,-104.614,-53.833
0.141,0.342,1.222,68.604,-106.689,-48.950
0.133,0.328,1.209,57.556,-104.126,-46.814
0.132,0.341,1.238,37.292,-102.539,-43.396
0.119,0.481,1.377,29.907,-100.891,-43.762
0.115,0.550,1.453,30.151,-89.355,-49.316
0.121,0.474,1.381,33.997,-78.796,-56.641
0.143,0.401,1.310,39.856,-72.266,-66.772
0.159,0.344,1.271,46.082,-76.294,-69.092
0.148,0.337,1.294,47.058,-84.045,-75.012
0.117,0.311,1.424,34.851,-82.520,-78.369
0.099,0.303,1.458,7.080,-64.270,-86.914
0.068,0.260,1.300,0.061,-54.565,-92.529
0.054,0.236,1.261,-11.230,-51.208,-96.741
0.018,0.147,1.268,-12.512,-48.950,-93.018
0.010,0.117,1.227,-10.376,-44.189,-87.646
-0.002,0.154,1.209,-7.629,-39.856,-81.177
-0.021,0.182,1.257,-8.179,-39.490,-82.703
-0.038,0.138,1.250,-3.845,-32.715,-89.844
-0.022,0.088,1.213,-1.831,-30.518,-91.492
-0.002,0.095,1.198,-1.160,-33.081,-91.431
-0.002,0.127,1.226,-2.380,-33.081,-90.759
-0.006,0.127,1.276,-6.042,-24.841,-91.370
-0.012,0.046,1.283,-3.235,-17.395,-91.431
-0.014,0.016,1.264,5.005,-4.272,-88.745
0.002,-0.041,1.183,7.141,1.160,-86.670
0.020,-0.062,1.161,-2.319,6.042,-80.811
0.042,-0.078,1.178,-8.545,6.470,-77.209
0.042,-0.071,1.198,-9.888,5.493,-69.275
0.051,-0.013,1.176,-9.094,7.446,-65.796
0.057,-0.016,1.168,-16.541,15.381,-61.829
0.073,-0.075,1.101,-16.663,19.592,-58.472
0.082,-0.080,1.044,-13.672,21.301,-46.631
0.100,-0.026,1.031,-16.052,19.226,-40.771
0.100,0.011,1.072,-23.254,21.301,-35.522
0.083,0.037,1.069,-23.132,25.757,-34.790
0.084,0.042,1.042,-18.677,27.893,-32.288
0.080,0.039,0.972,-17.151,26.367,-30.701
0.076,0.060,0.938,-17.639,23.682,-27.161
0.073,0.045,0.922,-18.982,22.705,-27.527
0.069,0.004,0.896,-18.677,22.400,-26.245
0.068,0.030,0.845,-17.029,20.020,-23.071
0.070,0.072,0.854,-13.428,14.465,-19.226
0.071,0.071,0.902,-12.207,14.587,-19.226
0.069,0.061,0.907,-9.094,19.348,-17.517
0.074,0.060,0.838,-8.423,21.240,-16.296
0.078,0.037,0.798,-8.667,20.752,-15.015
0.092,0.010,0.796,-10.010,12.207,-9.277
0.094,0.034,0.854,-10.986,6.287,-5.188
0.094,0.092,0.908,-8.606,3.479,0.610
0.096,0.167,0.909,-5.127,6.470,-0.244
0.098,0.144,0.878,-1.160,8.118,-3.662
0.097,0.149,0.854,-1.587,4.028,-2.808
0.097,0.182,0.880,0.183,-8.179,-2.075
0.097,0.153,0.971,2.136,-11.475,-3.540
0.093,0.130,0.987,5.432,-7.935,-2.930
0.094,0.151,0.946,5.554,-4.822,-1.404
0.092,0.176,0.945,4.944,-3.357,-0.488
0.094,0.188,0.966,5.676,-2.380,-1.343
0.096,0.170,0.960,7.141,3.418,-2.563
0.097,0.137,0.922,8.179,5.798,-1.892
0.099,0.139,0.897,9.949,6.165,-0.244
0.105,0.175,0.912,9.888,-1.587,3.113
0.104,0.191,0.939,8.118,-5.615,3.662
0.099,0.190,0.954,7.263,-5.249,2.930
0.095,0.208,0.969,7.568,-4.578,2.747
0.098,0.236,0.993,6.165,-5.066,-0.793
0.092,0.194,0.974,5.798,-2.075,-3.235
0.579,-2.124,-0.010,116.516,-40.649,58.289
0.501,-2.284,0.040,136.719,-80.078,139.587
0.329,-1.840,0.307,131.531,-97.290,205.017
0.280,-1.290,0.528,102.600,-103.821,312.561
0.266,-0.128,0.753,96.069,-85.632,335.937
0.312,0.453,0.822,95.642,-65.308,315.247
0.476,1.074,1.109,102.905,-63.599,274.231
0.535,0.965,1.141,121.948,-31.311,196.350
0.556,0.673,0.838,121.704,-12.939,183.411
0.556,0.706,0.762,104.858,-15.320,181.946
0.582,0.848,0.849,100.220,-21.057,176.331
0.581,0.799,0.841,102.478,-11.841,149.170
0.533,0.491,0.706,108.887,-6.531,135.010
0.499,0.322,0.614,117.493,-7.996,124.695
0.434,0.327,0.511,104.187,-12.817,132.935
0.426,0.599,0.528,76.538,-17.517,144.958
0.443,0.865,0.582,25.269,-17.822,145.874
0.480,0.907,0.571,23.804,-10.376,129.944
0.485,0.689,0.449,48.889,5.432,93.994
0.474,0.327,0.318,57.556,0.366,90.942
0.464,0.343,0.331,49.438,-13.977,106.140
0.440,0.515,0.320,41.809,-17.944,111.694
0.442,0.591,0.344,38.147,-29.236,110.291
0.448,0.674,0.391,43.030,-30.212,103.943
0.448,0.654,0.392,57.617,-30.945,86.792
0.425,0.465,0.387,63.904,-33.386,80.322
0.405,0.368,0.390,68.298,-36.682,78.979
0.373,0.427,0.382,69.824,-47.791,92.529
0.370,0.590,0.428,62.073,-55.176,101.929
0.373,0.751,0.495,45.959,-61.401,100.098
0.380,0.806,0.575,47.607,-59.082,86.487
0.364,0.679,0.552,68.054,-55.542,55.481
0.304,0.351,0.487,76.477,-58.899,50.049
0.278,0.321,0.489,66.833,-72.815,67.688
0.264,0.611,0.623,51.758,-79.102,79.773
0.277,0.792,0.718,36.621,-81.177,77.820
0.310,0.877,0.734,43.091,-75.562,62.988
0.308,0.725,0.686,54.993,-70.801,44.250
0.263,0.445,0.644,67.322,-73.486,25.391
0.250,0.521,0.683,59.753,-79.773,31.311
0.252,0.711,0.759,39.490,-89.478,41.748
0.268,0.928,0.858,41.382,-87.524,34.058
0.270,0.861,0.842,60.120,-77.759,7.019
0.262,0.608,0.824,67.139,-76.538,-2.625
0.250,0.499,0.836,68.420,-79.163,-7.996
0.229,0.448,0.863,62.622,-81.482,-4.456
0.229,0.524,0.919,45.105,-86.609,4.028
0.209,0.657,1.022,39.124,-85.571,2.625
0.190,0.650,1.022,37.109,-82.275,-2.380
0.143,0.516,0.952,42.542,-75.073,-13.489
0.130,0.474,0.931,45.349,-75.500,-15.320
0.138,0.475,0.898,46.265,-80.688,-15.686
0.148,0.442,0.918,44.739,-84.167,-18.372
0.151,0.380,0.953,46.814,-89.111,-24.719
0.151,0.248,1.001,48.340,-89.722,-24.475
0.154,0.272,1.045,38.452,-93.140,-14.404
0.166,0.502,1.160,31.555,-93.933,-10.681
0.158,0.572,1.175,27.649,-84.167,-19.409
0.130,0.517,1.121,31.372,-77.515,-27.466
0.116,0.459,1.097,41.687,-71.716,-37.048
0.092,0.391,1.057,44.128,-70.618,-38.696
0.084,0.373,1.041,38.879,-72.083,-39.307
0.089,0.402,1.077,32.349,-74.341,-38.818
0.086,0.431,1.108,26.733,-74.707,-44.250
0.069,0.375,1.166,27.954,-73.425,-49.133
0.058,0.339,1.157,31.006,-64.575,-53.162
0.039,0.298,1.109,29.236,-62.073,-52.979
0.030,0.299,1.135,24.719,-62.988,-52.002
0.014,0.342,1.188,15.503,-62.012,-49.194
0.010,0.351,1.175,12.268,-56.152,-49.377
0.009,0.371,1.160,7.324,-46.936,-51.697
-0.005,0.379,1.167,7.568,-43.030,-54.810
-0.016,0.336,1.156,10.559,-33.386,-60.608
-0.030,0.296,1.113,11.047,-30.457,-61.523
-0.036,0.294,1.094,14.404,-30.579,-63.904
-0.047,0.282,1.087,14.648,-32.166,-65.247
-0.053,0.288,1.087,7.812,-32.532,-65.796
-0.059,0.368,1.092,4.700,-32.227,-66.528
-0.063,0.381,1.114,7.751,-29.236,-73.914
-0.072,0.304,1.094,13.000,-25.208,-78.125
-0.070,0.274,1.084,18.982,-22.278,-82.275
-0.066,0.259,1.116,18.799,-21.484,-83.557
-0.066,0.249,1.115,17.517,-19.043,-84.717
-0.067,0.249,1.087,11.597,-13.245,-84.717
-0.061,0.293,1.074,5.737,-13.062,-84.717
-0.060,0.302,1.079,0.671,-12.024,-87.769
-0.059,0.239,1.061,1.831,-10.742,-89.172
-0.059,0.220,1.079,3.296,-12.573,-87.830
-0.056,0.225,1.109,-0.061,-13.550,-86.670
-0.047,0.225,1.148,-23.682,-12.939,-84.900
-0.029,0.160,1.208,-35.034,-7.263,-83.801
-0.014,0.112,1.181,-34.607,7.080,-79.590
0.021,0.029,1.065,-25.757,9.460,-76.721
0.028,0.010,1.024,-18.677,6.470,-68.542
0.030,0.016,0.982,-19.653,5.249,-64.209
0.033,0.016,0.963,-22.888,3.967,-56.763
0.051,0.024,0.987,-23.987,1.770,-52.734
0.056,0.059,1.021,-21.179,0.183,-45.532
0.052,0.127,1.040,-15.869,3.479,-44.434
0.052,0.117,1.023,-6.470,12.024,-44.434
0.055,0.043,0.956,-5.676,14.893,-42.603
0.062,0.032,0.935,-7.141,15.686,-38.940
0.077,0.066,0.931,-7.996,12.146,-31.311
0.083,0.086,0.925,-5.310,10.193,-28.748
0.090,0.140,0.921,-1.892,7.874,-24.963
0.089,0.154,0.918,-2.075,8.423,-24.048
0.089,0.150,0.916,-2.808,11.169,-22.278
0.094,0.163,0.891,-2.380,11.475,-20.325
0.096,0.178,0.870,-0.122,8.240,-17.029
0.094,0.198,0.893,0.916,5.615,-15.625
0.092,0.202,0.911,2.991,4.761,-13.733
0.089,0.228,0.908,1.404,6.165,-13.062
0.088,0.239,0.924,-3.052,7.629,-12.756
0.086,0.246,0.958,-2.380,7.507,-11.963
0.086,0.264,0.954,-0.854,5.066,-9.216
0.085,0.295,0.959,-1.343,3.357,-8.423
0.083,0.296,0.981,-1.282,2.686,-8.118
0.081,0.301,1.002,3.601,4.944,-7.629
0.086,0.315,0.976,6.165,6.653,-8.118
0.688,-1.668,0.324,117.920,-4.028,47.302
0.602,-1.862,0.369,124.329,-2.075,97.473
0.388,-1.991,0.403,131.531,-5.249,136.536
0.226,-1.850,0.303,175.781,-26.917,233.704
-0.141,-1.347,0.062,186.707,-50.293,290.771
-0.241,-0.878,0.218,137.024,-112.610,404.846
-0.233,0.929,0.876,104.309,-122.437,445.740
-0.096,2.036,1.083,72.937,-89.111,418.823
0.292,2.892,1.190,75.684,-59.326,333.923
0.413,2.416,1.059,114.746,9.216,147.583
0.492,1.196,0.516,128.540,24.109,104.004
0.518,0.927,0.438,103.699,-2.197,96.008
0.506,0.788,0.472,86.548,-10.681,100.586
0.499,0.786,0.515,63.293,-10.254,99.426
0.498,0.816,0.619,55.115,-2.930,93.323
0.480,0.721,0.512,46.753,25.146,78.857
0.437,0.562,0.227,48.035,25.940,78.003
0.437,0.581,0.150,50.781,16.785,80.444
0.496,0.669,0.216,50.354,-10.315,82.336
0.524,0.705,0.272,48.218,-18.066,78.918
0.545,0.720,0.307,42.480,-16.602,65.369
0.566,0.634,0.347,43.091,-14.526,58.289
0.571,0.576,0.348,46.753,-16.479,51.147
0.568,0.530,0.379,46.570,-19.958,50.659
0.553,0.521,0.403,44.373,-25.574,51.636
0.523,0.550,0.408,41.077,-27.039,53.040
0.506,0.593,0.393,36.621,-30.029,54.810
0.477,0.710,0.363,37.048,-32.837,54.260
0.472,0.773,0.364,41.992,-38.452,45.898
0.470,0.704,0.347,48.401,-39.001,37.903
0.464,0.597,0.316,54.321,-39.551,31.067
0.438,0.455,0.321,55.298,-47.668,29.846
0.427,0.485,0.354,50.415,-53.528,34.912
0.427,0.568,0.411,44.861,-63.599,42.847
0.435,0.705,0.493,47.424,-64.636,40.833
0.437,0.685,0.475,56.396,-63.843,28.442
0.437,0.533,0.533,57.495,-67.383,24.048
0.430,0.496,0.561,52.734,-70.679,26.978
0.416,0.575,0.608,48.157,-73.303,31.128
0.410,0.638,0.672,44.006,-75.745,32.288
0.405,0.660,0.658,47.791,-71.350,28.687
0.400,0.627,0.589,52.246,-67.993,24.170
0.394,0.592,0.567,56.396,-76.111,17.090
0.385,0.524,0.683,58.350,-82.397,15.076
0.374,0.495,0.746,58.411,-85.693,15.991
0.342,0.506,0.783,53.528,-83.801,18.494
0.330,0.529,0.812,43.884,-81.543,20.569
0.325,0.581,0.814,43.396,-79.956,19.409
0.331,0.605,0.797,42.908,-81.055,13.611
0.326,0.565,0.857,42.114,-83.801,10.437
0.318,0.536,0.899,39.917,-84.229,7.996
0.300,0.515,0.962,39.856,-82.947,7.568
0.286,0.510,0.974,42.969,-80.750,5.737
0.264,0.546,0.969,43.030,-79.895,5.432
0.253,0.569,0.965,42.358,-79.468,1.404
0.227,0.516,0.931,44.373,-79.102,-2.625
0.217,0.455,0.908,46.753,-78.979,-6.104
0.206,0.398,0.896,43.701,-79.895,-7.446
0.191,0.331,0.944,39.612,-80.200,-5.798
0.189,0.340,0.952,35.400,-77.454,-0.244
0.194,0.439,0.894,33.997,-75.439,2.197
0.182,0.546,0.839,32.349,-72.571,0.610
0.170,0.543,0.855,33.081,-72.205,-4.456
0.155,0.521,0.939,38.452,-78.247,-14.160
0.142,0.514,1.119,46.204,-81.543,-17.212
0.138,0.476,1.149,53.528,-81.726,-29.785
0.128,0.404,1.145,50.049,-78.918,-38.635
0.091,0.246,1.068,46.204,-72.205,-43.762
