aX,aY,aZ,gX,gY,gZ
0.058,-0.109,1.424,14.526,82.397,-13.977
0.066,-0.052,1.567,4.089,78.979,-10.193
0.073,-0.021,1.552,-14.771,97.656,-7.690
0.143,-0.037,1.277,-25.452,105.835,-10.071
0.183,-0.108,1.181,-39.185,105.347,-15.076
0.244,-0.243,1.070,-40.405,104.919,-13.916
0.267,-0.322,0.985,-28.564,105.286,-9.521
0.308,-0.448,0.802,-25.940,100.586,-6.470
0.336,-0.580,0.704,-42.725,81.543,-8.240
0.361,-0.923,0.644,-58.899,65.247,-3.723
0.343,-1.039,0.755,-106.018,38.574,25.940
0.270,-1.331,0.821,-121.704,42.725,41.809
0.206,-1.489,0.776,-146.362,51.941,92.651
-0.067,-1.295,0.971,-145.935,53.894,136.841
-0.179,-0.913,0.827,-89.172,104.187,203.003
-0.198,-0.565,0.001,-94.971,115.967,203.552
-0.269,-0.339,-0.104,-122.253,63.904,236.816
-0.525,1.236,0.148,-95.520,36.621,261.841
-0.574,1.920,0.310,-71.289,10.925,214.722
-0.516,2.178,0.440,-78.613,14.954,166.321
-0.463,2.206,0.330,-56.580,32.166,106.873
-0.378,2.280,0.329,-37.964,27.954,84.473
-0.329,2.132,0.495,-2.258,19.775,34.119
-0.246,1.724,0.670,17.822,26.245,15.930
-0.210,1.464,0.661,37.292,37.109,-13.916
-0.119,0.931,0.644,42.175,36.987,-21.362
-0.067,0.783,0.630,52.124,30.945,-23.682
0.062,0.490,0.646,51.086,22.766,-25.818
0.100,0.360,0.738,51.147,2.747,-21.057
0.122,0.256,0.935,45.105,-6.104,-11.719
0.134,0.206,1.085,33.264,-9.094,-7.202
0.134,0.263,1.111,23.071,-2.930,-1.038
0.149,0.323,1.006,22.278,3.235,-8.179
0.181,0.227,0.948,27.527,7.568,-11.230
0.229,0.389,0.896,35.522,7.812,4.395
0.217,0.462,0.871,52.856,7.507,7.263
0.216,0.505,0.988,54.993,2.502,4.761
0.232,0.510,1.038,41.809,12.512,2.014
0.220,0.449,0.833,41.870,24.048,1.892
0.218,0.486,0.739,45.105,19.836,4.211
0.258,0.480,0.775,33.813,9.827,-0.610
0.264,0.382,0.793,-4.028,2.869,-9.827
0.259,0.297,0.701,-9.888,2.625,-6.714
0.264,0.327,0.699,-13.489,-7.629,0.977
0.270,0.300,0.809,-19.714,-10.864,1.404
0.267,0.257,0.806,-23.132,-5.737,7.690
0.253,0.368,0.790,-18.616,-4.822,16.296
0.228,0.446,0.791,-22.034,-5.737,20.386
0.212,0.461,0.746,-25.208,-7.568,15.686
0.219,0.454,0.761,-16.602,-15.930,13.062
0.216,0.488,0.875,-9.888,-17.334,13.977
0.206,0.487,0.874,-0.061,-8.972,13.062
0.186,0.448,0.849,6.531,-6.653,12.634
0.180,0.425,0.880,13.245,-5.615,11.780
0.161,0.418,0.843,12.451,-2.869,11.353
0.165,0.437,0.806,2.258,-7.141,6.470
0.181,0.368,0.882,-7.446,-12.207,2.869
0.180,0.341,0.906,-14.221,-12.512,2.930
0.157,0.418,0.885,-11.780,-4.333,12.817
0.153,0.427,0.895,-13.428,-2.747,14.893
0.156,0.359,0.908,-28.442,-0.488,12.451
0.161,0.410,0.876,-26.550,2.380,16.296
0.166,0.460,0.829,-21.973,4.150,17.212
0.170,0.405,0.806,-27.954,1.099,13.550
0.160,0.420,0.843,-30.090,-3.174,16.907
0.139,0.434,0.938,-34.424,-4.333,17.639
0.125,0.396,0.969,-33.997,-1.282,19.104
-0.804,1.513,1.149,-14.099,-130.981,235.107
-1.037,2.057,1.440,-51.392,-134.155,211.487
-1.378,3.225,2.181,-59.448,-126.282,157.898
-1.583,3.319,3.009,-67.627,-79.651,-34.729
-1.703,3.211,3.109,-37.781,60.669,-221.313
-1.720,2.564,2.516,-7.996,140.930,-312.073
-1.634,1.886,2.083,-19.531,252.747,-428.650
-1.395,0.791,1.309,-43.518,286.804,-436.768
-1.268,0.295,0.868,-80.872,303.833,-429.687
-0.771,-0.708,0.311,-82.703,276.489,-415.710
-0.542,-0.823,0.411,-83.069,208.313,-299.866
-0.353,-0.291,0.612,-80.078,199.829,-238.586
-0.264,-0.231,0.466,-79.529,221.191,-207.886
-0.043,-0.546,-0.132,-84.351,227.600,-205.383
0.065,-0.621,-0.375,-38.269,187.500,-160.156
0.192,-0.352,-0.401,-42.908,143.127,-129.211
0.244,-0.222,-0.312,-45.105,68.542,-101.379
0.277,-0.090,-0.023,-27.039,44.861,-91.064
0.285,0.014,0.133,29.968,28.320,-54.199
0.329,0.319,0.174,48.157,36.072,-36.987
0.356,0.432,0.077,46.326,45.410,-34.119
0.403,0.434,0.003,42.786,35.217,-42.542
0.429,0.372,0.034,58.533,6.897,-43.579
0.503,0.297,-0.009,70.496,-0.916,-36.621
0.524,0.267,-0.129,62.805,-13.000,-24.719
0.496,0.237,-0.364,44.067,-27.771,-16.663
0.449,0.321,-0.385,20.386,-49.805,-3.235
0.291,0.543,-0.235,-7.019,-101.929,14.160
0.209,0.521,-0.288,-11.292,-116.638,5.676
0.178,0.420,-0.490,-15.686,-138.428,-16.235
0.146,0.195,-0.864,-10.986,-165.161,-15.198
0.117,0.079,-0.985,24.536,-243.164,-5.371
-0.132,-0.045,-1.063,49.377,-295.349,7.141
-0.352,0.034,-0.925,73.120,-421.753,35.156
-0.787,0.092,-0.343,60.486,-479.980,38.879
-0.924,-0.073,0.051,35.767,-551.025,52.307
-1.217,-0.200,0.981,42.236,-559.326,78.918
-1.343,0.124,1.637,6.409,-550.476,140.259
-1.281,0.965,3.156,-41.809,-513.367,140.137
-1.112,0.934,3.382,-58.044,-295.227,73.120
-0.884,0.642,2.035,20.752,-170.959,50.598
-0.819,0.556,1.415,98.450,-105.225,28.809
-0.688,0.378,1.479,84.900,-121.399,25.757
-0.606,0.435,1.924,58.350,-108.398,29.602
-0.582,0.550,2.040,54.749,-79.895,27.405
-0.607,0.631,1.764,81.482,0.793,3.723
-0.652,0.547,1.480,95.581,31.860,-13.489
-0.586,0.456,1.236,97.900,42.725,-37.109
-0.515,0.330,1.441,76.843,31.128,-48.462
-0.495,0.419,1.812,51.880,44.373,-47.913
-0.486,0.568,1.724,58.716,75.439,-50.537
-0.473,0.564,1.595,39.063,118.652,-75.806
-0.554,0.520,1.440,28.809,126.221,-80.750
-0.516,0.445,1.287,27.100,134.583,-97.900
-0.333,-0.034,1.228,25.757,125.977,-99.976
-0.281,-0.072,1.357,45.227,117.493,-55.481
-0.205,0.343,1.536,34.607,126.953,-36.133
-0.204,0.337,1.539,-20.508,161.438,-47.852
-0.149,0.104,1.073,-6.348,182.373,-53.650
-0.091,0.045,0.812,12.268,178.955,-47.302
-0.027,0.008,0.936,0.671,156.311,-40.344
0.016,-0.003,1.099,-29.724,142.090,-25.513
0.062,-0.045,1.082,-46.570,151.733,-17.822
0.079,-0.057,0.939,-56.763,163.940,-13.611
0.218,-0.391,0.479,-53.040,158.997,-20.813
0.298,-0.740,0.353,-49.133,112.305,-16.602
0.334,-1.537,0.490,-54.321,82.764,3.479
0.306,-1.938,0.709,-130.371,41.382,74.829
0.051,-2.011,1.420,-166.748,42.542,135.864
-0.198,-1.533,1.461,-66.895,125.061,287.781
-0.650,0.782,0.634,27.039,160.339,352.478
-0.606,1.855,0.296,39.490,119.873,291.016
-0.350,1.793,0.463,-42.419,75.378,199.158
-0.251,1.512,0.621,-88.745,61.462,118.286
-0.198,1.773,0.146,-41.321,81.299,114.746
-0.166,2.044,-0.155,22.644,67.871,76.599
-0.072,1.913,-0.194,31.494,40.588,43.701
-0.038,1.695,-0.008,35.095,13.672,19.043
-0.017,1.479,0.280,33.936,-23.437,-4.761
-0.003,1.253,0.675,35.950,-22.705,-9.155
-0.003,1.101,0.699,27.100,-9.460,-25.269
-0.010,0.724,0.750,25.269,-8.911,-28.809
-0.000,0.629,0.810,17.212,-14.099,-25.818
0.048,0.395,0.958,6.714,-15.625,-26.367
0.086,0.303,0.988,2.441,-9.583,-17.700
0.146,0.238,0.981,6.226,-5.920,-10.925
0.145,0.271,0.968,17.029,-1.404,1.648
0.148,0.466,0.920,19.836,-0.610,2.441
0.166,0.405,0.938,-7.874,-3.601,-9.949
0.190,0.393,0.938,-3.357,1.343,-3.357
0.194,0.578,0.840,13.489,13.611,9.888
0.229,0.531,0.795,0.732,8.362,-0.183
0.238,0.431,0.836,-6.165,3.174,-6.409
0.216,0.641,0.719,27.100,11.658,5.920
0.233,0.701,0.678,31.982,11.536,5.615
0.251,0.538,0.722,-2.014,-3.723,-18.372
0.261,0.238,0.828,-2.380,-3.662,-12.756
0.242,0.318,0.777,24.841,6.165,15.686
0.250,0.478,0.701,37.842,3.906,17.639
0.218,0.402,0.742,32.227,-9.094,12.573
0.167,0.447,0.920,20.447,-13.489,16.968
0.158,0.504,0.931,37.598,-4.028,14.832
0.183,0.477,0.887,38.818,-0.549,10.132
0.195,0.412,0.882,31.372,-0.122,5.981
0.192,0.445,0.972,13.245,-2.808,8.789
0.199,0.473,1.002,3.235,-1.160,9.033
0.205,0.434,0.950,-7.751,12.390,1.587
0.220,0.448,0.774,-3.235,13.184,3.845
0.232,0.478,0.778,-4.333,-1.282,1.892
0.229,0.473,0.847,-4.456,-5.127,-0.488
0.235,0.476,0.855,-1.831,-5.188,-2.563
0.238,0.357,0.909,-6.226,-5.920,-5.310
0.230,0.312,0.924,2.502,-0.977,2.869
0.184,0.495,0.865,12.146,2.441,10.681
0.180,0.545,0.875,-3.845,-3.601,0.183
0.208,0.292,0.937,-13.916,-5.127,-7.141
0.206,0.238,0.912,3.113,4.761,13.855
0.132,0.583,0.810,19.287,7.202,26.611
0.136,0.717,0.805,9.460,-5.798,3.357
-1.273,1.987,1.719,107.910,-185.425,321.411
-1.417,2.445,1.988,78.613,-156.372,190.247
-1.673,2.692,2.455,18.616,-143.433,87.463
-1.847,2.827,2.830,-55.725,-103.149,-75.500
-2.105,2.829,3.381,-93.994,-54.810,-160.095
-2.051,2.129,3.347,-232.605,77.026,-348.877
-1.946,1.482,2.876,-202.026,150.269,-374.573
-2.030,1.848,2.482,-8.667,281.189,-403.381
-2.092,0.927,1.819,-15.381,313.049,-476.318
-1.896,-0.180,1.663,-114.624,325.256,-517.944
-1.410,-1.048,1.330,-115.540,340.027,-440.552
-1.220,-0.667,0.793,-108.032,409.607,-277.039
-0.575,-0.310,-0.401,-156.616,413.452,-254.395
-0.287,-0.561,-0.540,-304.626,332.458,-271.545
-0.281,-0.801,-0.513,-279.175,296.753,-262.817
-0.265,-0.685,-0.681,-58.716,250.916,-211.792
-0.028,-0.428,-1.022,1.221,213.379,-187.134
0.077,-0.313,-0.905,-98.267,92.102,-144.592
0.293,-0.322,-0.431,-133.118,48.035,-126.587
0.362,-0.320,-0.361,-29.602,37.598,-68.787
0.476,-0.112,-0.633,49.500,40.710,-33.508
0.490,0.088,-0.747,136.719,-6.165,18.005
0.532,0.537,-0.322,116.943,-52.917,19.653
0.577,0.533,0.043,55.725,-98.267,-32.288
0.629,0.151,0.312,56.458,-83.862,-43.518
0.624,0.116,0.209,71.655,-47.058,-3.601
0.522,0.357,-0.229,70.496,-41.809,17.517
0.457,0.454,-0.475,94.238,-74.036,23.499
0.282,0.484,-0.935,109.558,-109.131,15.991
0.130,0.448,-1.130,124.329,-206.848,1.648
-0.278,0.512,-1.156,102.905,-273.315,1.038
-0.481,0.606,-0.943,-1.282,-420.349,-20.386
-0.694,0.271,-0.393,-45.959,-477.112,-43.091
-0.721,0.026,-0.109,-9.949,-537.537,-33.752
-0.790,-0.167,0.332,52.246,-538.147,-10.620
-0.871,-0.381,0.139,81.787,-518.616,19.775
-1.253,-0.614,0.227,56.213,-544.006,54.504
-1.463,-0.448,0.961,-33.020,-617.432,143.250
-1.734,0.121,3.208,-84.229,-621.460,181.030
-1.659,0.820,3.988,-97.473,-570.007,209.595
-1.197,1.442,3.221,0.916,-271.545,135.559
-0.987,0.859,2.037,41.870,-116.943,50.476
-0.806,0.174,1.129,40.771,-42.175,-3.967
-0.614,-0.056,0.993,30.151,-73.853,30.823
-0.645,0.296,1.243,18.677,-91.003,83.374
-0.702,0.790,1.751,8.789,-76.355,75.867
-0.679,0.835,1.900,-5.005,-9.644,31.799
-0.814,0.917,1.896,5.554,30.273,6.409
-0.920,0.934,1.672,34.546,94.177,-50.598
-0.866,0.711,1.360,47.913,103.455,-80.261
-0.745,0.570,1.450,110.901,121.887,-116.211
-0.538,0.499,1.389,103.577,141.541,-117.187
-0.501,0.515,1.352,29.541,156.799,-111.145
-0.535,0.386,1.510,3.784,163.025,-113.220
-0.631,0.342,1.459,31.006,201.477,-109.802
-0.507,0.219,0.722,64.758,218.079,-105.713
-0.312,0.089,0.632,75.562,207.275,-95.886
-0.098,0.157,1.401,63.599,154.785,-43.823
-0.118,0.347,1.535,41.199,165.222,-19.592
-0.143,0.442,1.281,27.954,216.858,-36.926
-0.100,0.274,0.646,35.278,212.891,-57.251
-0.040,0.180,0.581,57.251,168.152,-62.500
0.108,-0.001,0.678,58.350,149.536,-52.490
0.170,-0.060,0.834,11.536,124.084,-21.973
0.210,-0.179,1.068,-17.029,126.709,-9.094
0.199,-0.299,0.951,-30.151,149.109,4.944
0.272,-0.647,0.372,-23.682,146.118,8.545
0.336,-0.978,0.254,-19.714,76.233,6.714
0.227,-1.880,0.990,-41.626,30.212,26.794
0.068,-2.029,1.557,-57.129,6.409,78.369
-0.153,-1.869,1.470,-3.540,77.026,213.989
-0.250,-1.672,0.871,44.739,132.568,277.466
-0.665,-0.016,0.094,94.788,149.963,431.946
-0.965,1.777,-0.041,134.216,120.666,495.117
-0.911,4.000,-0.038,99.243,18.494,374.207
-0.581,3.732,0.364,-86.304,-53.284,141.479
-0.069,1.301,1.682,-331.848,-110.229,-146.729
-0.053,1.419,1.469,-192.322,-35.828,-88.989
-0.123,2.053,-0.072,101.196,94.910,-16.174
-0.042,1.356,0.027,29.785,-10.376,-102.356
0.105,0.330,0.973,28.992,-32.410,-87.097
0.099,0.311,1.030,70.618,5.676,-34.180
0.146,0.123,0.885,76.294,14.648,-32.043
0.209,-0.096,0.845,79.712,16.296,-32.166
0.262,-0.002,0.692,101.746,18.066,-0.854
0.266,0.250,0.724,102.783,9.766,14.648
0.287,0.249,0.883,25.085,-16.418,-7.324
0.291,-0.189,1.116,-2.563,-13.794,-10.376
0.246,0.031,1.016,29.114,9.521,33.264
0.228,0.577,0.992,19.653,5.371,29.663
0.258,0.357,1.128,-41.687,3.662,-6.165
0.290,0.224,0.940,-29.419,21.057,6.348
0.278,0.491,0.687,28.564,30.762,30.029
0.291,0.615,0.638,21.057,12.573,14.709
0.304,0.366,0.807,-1.038,-11.169,-6.714
0.285,0.345,0.891,17.822,-4.089,7.812
0.248,0.589,0.854,24.231,2.563,17.212
0.261,0.429,0.954,-7.568,-0.916,-4.700
0.288,0.149,0.948,-30.701,10.498,-10.559
0.291,0.197,0.733,-15.259,16.235,8.545
0.265,0.395,0.701,-1.770,2.930,21.423
0.276,0.364,0.831,-11.658,-5.493,8.667
0.293,0.166,0.889,-13.733,-7.080,4.272
0.259,0.258,0.828,6.042,-2.869,21.057
0.226,0.469,0.793,29.480,-12.634,29.968
0.233,0.433,0.926,14.832,-22.522,15.198
0.234,0.291,0.975,-1.160,-24.048,9.827
0.183,0.593,1.129,10.925,-19.897,23.804
0.193,0.686,1.156,-0.977,3.845,2.441
0.199,0.234,0.927,-16.907,14.465,-15.198
0.190,0.255,0.882,2.136,10.376,4.517
0.209,0.462,0.885,0.305,7.141,4.517
0.219,0.312,0.884,-17.090,5.371,-7.812
0.223,0.184,0.907,-19.897,4.944,-3.479
0.222,0.318,0.882,-6.897,9.338,9.216
0.257,0.362,0.827,-3.174,12.634,7.202
0.206,0.276,0.779,9.155,10.071,4.944
0.190,0.418,0.883,21.057,-4.761,9.155
0.234,0.359,0.962,14.343,-0.854,-2.563
-0.699,1.260,1.235,34.851,-141.907,218.323
-0.796,1.445,1.207,29.297,-114.990,157.837
-0.880,1.526,1.250,6.226,-113.159,116.028
-0.925,1.308,1.285,-74.707,-115.906,39.856
-1.246,1.458,1.692,-71.045,-118.896,31.982
-1.382,1.872,2.070,-25.696,-101.624,-17.029
-1.751,2.314,2.821,-29.175,-73.303,-83.496
-2.065,2.616,3.273,-33.813,11.902,-244.568
-2.560,2.673,4.000,-44.250,87.097,-360.290
-2.825,1.927,3.857,-60.486,358.887,-584.290
-3.020,0.129,1.475,-42.236,492.676,-627.869
-1.749,-1.670,-0.281,-92.407,509.766,-593.689
-0.924,-2.180,-0.256,-183.716,420.776,-508.545
-0.278,-0.850,0.123,-180.786,305.298,-224.182
-0.312,-0.031,0.211,-123.291,306.763,-126.465
-0.291,-0.209,-0.186,-188.354,316.833,-173.584
-0.198,-0.708,-0.549,-135.010,289.734,-235.474
0.024,-0.709,-0.693,-70.862,237.244,-189.331
0.129,-0.387,-0.516,-54.443,128.662,-92.407
0.234,-0.076,-0.135,-65.918,96.497,-79.407
0.289,-0.150,-0.105,-12.573,85.083,-72.632
0.420,-0.187,-0.430,14.587,85.937,-61.829
0.469,-0.129,-0.621,61.279,49.561,-44.556
0.530,-0.062,-0.824,76.660,13.855,-33.936
0.526,0.085,-0.685,38.269,-74.036,-1.404
0.485,0.304,-0.415,30.212,-98.877,5.615
0.461,0.410,-0.574,25.085,-118.958,14.954
0.389,0.707,-0.820,18.372,-149.170,12.512
0.292,0.697,-0.730,10.071,-227.356,-20.447
-0.077,0.472,-0.786,20.386,-255.676,-26.001
-0.221,0.480,-0.931,67.017,-343.018,-26.733
-0.339,0.162,-0.797,60.425,-407.349,-43.213
-0.407,-0.338,-0.597,-29.114,-516.663,-48.645
-0.808,-0.822,-0.412,-74.890,-556.824,4.639
-1.063,-0.573,-0.222,-71.411,-620.544,141.052
-1.619,-0.395,0.591,-34.912,-633.972,179.626
-1.795,-0.286,1.391,109.985,-637.268,240.112
-1.920,0.572,3.453,186.096,-607.422,250.671
-1.830,1.097,4.000,221.191,-400.818,169.373
-1.178,1.051,3.164,195.129,-228.638,82.275
-0.941,0.483,1.841,154.968,-4.761,-27.832
-0.718,-0.213,0.727,122.559,-28.198,-25.818
-0.711,-0.211,1.308,36.194,-114.380,18.555
-0.720,0.206,2.352,6.348,-88.745,34.546
-0.751,0.361,2.294,-20.630,33.264,22.644
-0.853,0.449,1.365,1.526,76.843,1.465
-0.843,0.359,1.153,14.709,84.900,-21.484
-0.788,0.220,1.708,13.916,57.068,-43.884
-0.771,0.273,1.970,24.597,69.885,-42.480
-0.734,0.295,2.057,45.349,139.648,-48.401
-0.677,0.421,2.074,24.536,171.082,-50.293
-0.745,0.481,2.077,-62.866,236.694,-68.237
-0.895,0.320,1.251,-52.856,278.870,-87.646
-0.641,0.070,0.463,48.401,293.457,-111.328
-0.062,-0.341,0.172,51.453,233.093,-87.585
0.036,-0.148,0.975,-26.062,120.972,-1.831
-0.111,0.307,1.992,-44.250,148.254,13.550
-0.136,0.301,1.438,78.003,281.006,-13.000
0.024,0.104,0.024,117.859,283.936,-21.667
0.156,0.043,-0.084,88.989,167.053,-17.944
0.361,-0.122,0.426,33.081,110.291,-17.273
0.410,-0.338,0.739,-72.754,65.186,-13.184
0.354,-0.701,0.951,-81.787,75.195,0.549
0.320,-0.804,0.793,-58.960,92.651,17.700
0.314,-1.149,0.465,-13.062,90.393,42.358
0.293,-1.417,0.595,-21.973,58.716,52.246
0.234,-1.719,0.914,-74.707,6.714,104.919
-0.039,-2.142,1.509,-91.431,17.761,161.865
-0.163,-2.132,1.483,-44.434,107.117,322.876
-0.516,-1.498,0.681,-2.869,150.818,411.377
-0.890,-0.604,0.337,89.905,149.292,578.064
-1.500,2.579,0.158,147.461,112.915,611.328
-1.466,3.904,0.116,78.613,5.066,383.240
-0.981,3.624,0.597,-52.917,-57.556,170.105
-0.642,2.408,1.089,-206.177,-93.628,-80.933
-0.359,1.423,1.128,-130.737,-44.617,-62.439
-0.339,1.748,0.799,43.640,15.442,-22.339
-0.235,1.339,0.871,48.462,-0.549,-59.082
-0.147,0.868,1.079,27.710,-7.935,-96.558
-0.004,0.263,1.126,34.851,8.423,-87.952
0.043,0.159,1.057,48.523,23.621,-70.679
0.092,0.184,0.946,68.176,38.513,-37.170
0.195,0.073,0.764,53.284,32.288,-34.180
0.195,-0.010,0.806,12.817,4.639,-20.874
0.155,0.229,1.006,8.545,-2.380,-9.705
0.181,0.183,1.057,-9.949,2.991,-12.817
0.176,0.081,0.996,-14.221,10.559,-1.648
0.111,0.453,0.948,9.277,20.569,26.794
0.146,0.649,0.832,4.028,20.874,3.723
0.206,0.260,0.813,-20.630,11.230,-27.161
0.227,0.210,0.840,-11.353,9.460,-3.296
0.202,0.502,0.786,2.991,12.512,20.447
0.199,0.570,0.665,-10.254,8.667,8.667
0.209,0.348,0.736,-28.503,-3.906,-9.216
0.211,0.224,0.852,-17.090,-14.282,-0.732
0.216,0.276,0.888,-5.310,-8.484,9.460
0.218,0.260,0.841,-1.282,-3.967,15.381
0.191,0.317,0.850,1.953,-6.958,19.531
0.186,0.387,0.880,-1.343,-11.292,16.296
0.203,0.313,0.889,-10.498,-12.207,8.728
0.204,0.288,0.897,-4.822,-11.902,11.902
0.194,0.439,0.881,5.310,-9.705,15.320
0.198,0.448,0.875,-4.150,-12.268,3.784
0.200,0.311,0.903,-10.925,-13.550,0.549
0.190,0.389,0.894,-7.141,-12.146,6.348
0.187,0.482,0.898,-7.202,-11.292,7.324
0.201,0.333,0.931,-16.296,-13.062,-3.601
0.212,0.195,0.959,-13.489,-9.460,0.854
0.190,0.321,0.893,-6.531,-3.601,14.526
0.168,0.492,0.820,-11.169,-2.869,15.442
0.174,0.407,0.838,-25.269,-11.230,-0.366
0.196,0.221,0.906,-33.325,-16.418,-7.263
0.190,0.188,0.838,-27.161,-9.399,8.911
0.144,0.408,0.773,-5.188,-6.653,39.551
0.130,0.706,0.823,-7.080,-11.230,31.555
0.144,0.507,0.864,-32.898,-16.479,-4.639
0.111,0.362,0.911,-26.855,-14.404,4.272
0.065,0.619,0.899,9.155,-5.493,29.236
0.082,0.729,0.887,-0.977,-5.981,11.108
-1.539,1.803,1.559,61.523,-152.100,336.060
-1.645,2.325,1.630,127.502,-134.277,168.213
-1.749,2.309,2.188,75.256,-137.817,35.217
-1.874,2.036,2.585,-38.635,-107.910,-165.894
-2.326,2.241,3.549,-51.941,-63.599,-223.877
-2.608,2.387,3.864,-11.475,137.268,-395.081
-3.289,1.490,3.218,-2.991,278.870,-502.075
-3.562,0.704,2.432,-92.041,497.864,-630.432
-3.141,-0.692,0.740,-147.339,541.504,-642.456
-2.398,-1.434,0.265,-246.521,469.421,-597.046
-0.930,-2.436,0.769,-310.913,391.846,-511.108
-0.562,-1.191,0.991,-273.865,366.516,-233.582
-0.524,-0.249,0.382,-135.559,423.035,-117.493
-0.269,0.320,-0.993,4.395,471.252,-107.788
-0.089,0.100,-1.168,-14.893,414.673,-166.016
0.225,-0.448,-0.684,-50.476,230.835,-209.900
0.359,-0.585,-0.420,-26.917,166.931,-181.824
0.480,-0.415,-0.443,27.832,134.949,-83.740
0.475,-0.177,-0.599,37.903,130.981,-41.260
0.509,0.236,-0.807,51.941,83.862,-3.235
0.526,0.329,-0.907,51.697,54.810,-6.775
0.457,0.374,-1.036,35.889,-1.404,-29.663
0.388,0.384,-0.899,5.554,-48.828,-36.621
0.393,0.309,-0.501,-49.500,-148.804,-41.687
0.361,0.231,-0.523,-68.542,-168.579,-39.795
0.197,0.313,-1.043,-76.660,-186.462,-9.827
0.053,0.453,-1.258,-57.861,-223.816,5.798
-0.155,0.556,-1.403,9.766,-352.356,-8.057
-0.587,0.388,-1.420,45.166,-433.960,-37.659
-0.878,0.060,-1.030,24.719,-597.534,-60.120
-1.360,-0.350,-0.199,7.263,-635.620,-26.245
-1.509,-0.447,-0.117,-5.066,-653.320,49.011
-1.744,-0.902,0.264,-8.850,-667.114,88.074
-1.889,-1.009,0.802,48.584,-677.246,202.332
-2.168,-0.411,2.619,79.407,-666.504,256.714
-2.221,0.461,3.510,170.959,-523.682,305.969
-1.800,2.147,3.526,238.159,-371.887,241.760
-1.448,1.704,2.768,138.062,-113.586,-33.508
-0.942,-0.386,1.534,68.909,-65.491,-94.788
-0.820,-0.651,1.228,38.147,-47.791,-18.433
-0.819,-0.029,1.273,23.315,-56.885,26.794
-0.862,0.351,1.703,-19.470,-56.702,39.429
-1.030,0.636,2.165,-28.564,-18.677,15.991
-1.068,0.532,1.768,-3.601,76.538,-39.063
-0.914,0.078,0.991,3.601,82.153,-56.580
-0.802,-0.084,1.125,9.949,48.035,-49.683
-0.706,0.004,1.673,23.926,52.551,-32.959
-0.694,0.221,1.858,27.222,96.008,-14.038
-0.772,0.641,2.087,-5.859,123.779,-23.682
-0.882,0.609,1.943,-45.105,203.125,-76.355
-0.798,0.031,0.689,-22.888,231.873,-99.792
-0.514,-0.288,0.320,-18.066,218.384,-107.788
-0.190,-0.494,1.136,-67.688,111.572,-62.500
-0.222,-0.251,1.727,-84.412,90.210,-21.606
-0.332,0.038,2.070,-112.549,153.076,9.155
-0.382,0.000,1.839,-116.516,203.857,3.174
-0.366,-0.135,1.333,-10.559,283.447,-18.921
-0.078,-0.835,0.171,39.673,276.550,-20.813
0.044,-1.037,0.285,-19.531,140.991,39.795
-0.048,-0.922,1.609,-69.214,94.604,82.336
-0.145,-0.798,1.863,-82.947,169.128,151.428
-0.228,-0.819,0.952,-58.899,232.422,172.302
-0.258,-0.832,0.299,-2.075,249.145,233.704
-0.363,0.227,-0.376,15.198,206.177,283.508
-0.470,1.032,-0.361,-20.142,91.309,294.617
-0.523,1.870,0.219,-50.781,45.715,239.441
-0.410,1.506,0.362,-101.013,35.034,96.313
-0.295,0.494,0.140,-88.013,44.861,80.933
-0.342,0.600,0.156,-29.541,29.907,141.907
-0.498,1.272,0.584,-13.977,21.179,150.146
-0.518,1.439,0.663,-2.014,34.424,103.088
-0.464,1.387,0.505,-21.851,32.593,67.810
-0.388,1.164,0.592,-70.251,-3.845,3.723
-0.242,0.622,0.990,-60.608,-6.592,-6.042
-0.214,0.638,0.975,24.231,32.532,26.184
-0.195,1.097,0.638,47.791,42.786,33.386
-0.175,1.143,0.594,24.048,19.897,-3.967
-0.114,0.886,0.780,9.766,8.484,-23.132
-0.066,0.713,0.835,10.376,12.390,-36.865
-0.015,0.481,0.778,14.099,18.005,-30.823
-0.028,0.565,0.753,15.503,17.334,-11.353
-0.002,0.641,0.783,11.292,13.428,-17.456
0.055,0.443,0.802,3.723,10.803,-29.724
0.063,0.355,0.758,6.042,11.353,-17.151
0.033,0.591,0.741,21.484,9.583,1.038
0.036,0.708,0.779,17.822,-4.028,-13.367
0.121,0.306,0.927,5.188,-7.141,-27.832
0.144,0.177,0.923,10.986,3.418,-5.920
0.099,0.411,0.855,20.142,6.042,10.681
0.091,0.508,0.881,13.123,1.465,8.118
0.117,0.311,0.910,1.709,2.014,0.671
0.090,0.286,0.876,8.972,5.554,18.127
0.027,0.651,0.920,24.048,2.625,26.733
0.046,0.651,0.991,9.521,1.465,0.305
0.073,0.356,0.941,2.686,8.484,-5.737
0.073,0.416,0.875,31.067,16.174,16.541
0.095,0.624,0.804,31.311,14.282,16.418
0.102,0.502,0.794,-1.953,4.639,-3.540
0.075,0.380,0.865,-1.343,0.366,1.709
0.058,0.485,0.889,14.709,-2.014,14.648
0.068,0.519,0.906,3.296,-3.357,6.714
0.087,0.430,0.924,-13.000,-0.671,-9.155
0.070,0.410,0.885,0.183,6.042,-2.502
0.082,0.453,0.828,2.441,8.972,7.629
0.098,0.360,0.825,-5.249,4.272,2.014
0.089,0.315,0.854,-0.671,-1.038,6.653
0.093,0.358,0.859,7.446,0.488,13.855
