aX,aY,aZ,gX,gY,gZ
0.082,0.380,0.815,15.808,4.272,20.630
0.025,0.562,0.770,14.832,-0.305,24.414
0.025,0.619,0.824,-21.912,-17.700,6.409
0.055,0.373,0.945,-37.903,-19.348,-8.667
0.053,0.278,0.938,-19.104,-5.859,0.488
0.028,0.438,0.847,1.404,-1.221,15.869
0.023,0.532,0.838,7.141,-5.432,18.250
0.041,0.459,0.860,-4.211,-8.179,10.254
0.034,0.413,0.854,-11.353,-9.033,6.714
0.015,0.519,0.848,-6.775,-11.292,15.930
0.023,0.537,0.865,-8.240,-13.794,16.296
0.026,0.496,0.876,-15.015,-14.282,9.277
-0.771,1.372,1.306,40.222,-265.503,105.286
-0.936,1.213,1.959,-63.232,-263.184,8.545
-1.289,1.304,3.061,-45.471,-212.219,-7.446
-1.389,1.522,3.391,13.611,-45.715,-63.965
-1.732,1.683,3.288,27.893,56.885,-113.953
-1.908,1.707,3.165,12.207,201.233,-229.614
-1.992,1.011,3.235,-7.019,251.892,-289.978
-2.028,0.505,2.950,-24.536,384.827,-343.079
-1.755,-0.116,1.969,-38.513,437.927,-335.449
-1.504,-0.530,1.651,-194.214,464.661,-292.969
-1.028,-1.003,0.826,-229.797,470.947,-243.164
-0.719,-0.740,0.129,-177.917,470.703,-130.249
-0.296,-0.064,-0.455,-159.729,417.969,-108.337
-0.139,0.059,-0.226,-161.743,286.926,-115.967
0.035,-0.073,-0.241,-130.005,268.860,-126.953
0.106,-0.162,-0.556,-91.187,257.629,-128.601
0.182,-0.280,-0.918,-97.900,230.286,-122.498
0.182,-0.320,-0.983,-67.505,165.466,-104.919
0.152,-0.309,-1.304,-19.043,143.494,-87.341
0.098,-0.208,-1.460,69.885,67.078,-41.199
0.030,0.121,-1.333,71.716,-5.188,-21.851
-0.010,0.272,-1.180,-5.554,-124.817,-11.902
-0.121,0.461,-1.049,-35.034,-154.846,-19.531
-0.138,0.453,-1.045,-39.246,-201.660,-56.152
-0.103,0.122,-1.252,-12.512,-227.600,-70.251
-0.149,-0.046,-1.400,74.280,-309.814,-48.584
-0.521,0.005,-1.379,119.812,-372.314,-23.987
-0.802,0.245,-1.075,190.552,-516.235,-2.441
-1.246,0.477,-0.070,189.270,-572.998,-23.865
-1.375,0.140,0.423,55.603,-626.099,-81.360
-1.575,-0.619,1.718,-40.222,-639.160,-61.768
-1.552,-0.545,2.560,-80.383,-586.121,55.969
-1.297,0.234,3.142,-5.859,-483.643,94.666
-1.218,0.493,2.872,85.510,-285.400,68.054
-1.154,0.396,2.986,27.405,-204.529,12.878
-0.960,0.200,3.114,25.574,-136.963,3.418
-0.867,0.226,2.638,45.349,-53.040,2.625
-0.768,0.449,1.934,64.026,34.607,1.343
-0.736,0.477,2.026,46.997,33.264,-8.301
-0.687,0.427,2.210,12.024,46.509,-28.320
-0.643,0.369,2.093,13.245,75.684,-30.273
-0.595,0.405,1.774,20.203,120.544,-33.447
-0.435,0.314,1.389,16.479,121.033,-38.757
-0.349,0.296,1.335,11.658,115.173,-38.147
-0.230,0.261,1.250,6.592,116.516,-38.940
-0.198,0.262,1.122,1.709,124.573,-41.077
-0.132,0.282,0.759,2.197,123.657,-43.457
-0.090,0.214,0.614,5.005,103.027,-45.105
-0.013,0.188,0.511,8.850,86.792,-38.452
0.032,0.221,0.517,14.648,57.373,-29.663
0.069,0.244,0.677,9.888,45.715,-27.893
0.062,0.283,0.828,-5.005,38.757,-25.818
0.059,0.256,0.953,-4.272,46.814,-29.724
0.079,0.130,0.890,27.405,61.035,-43.457
0.118,-0.357,0.877,44.861,58.105,-47.791
0.132,-0.638,0.960,56.824,44.312,-38.208
0.122,-1.062,1.271,45.654,38.391,-24.109
0.084,-1.191,1.481,-25.330,44.006,7.507
-0.031,-1.543,1.684,-75.317,60.364,28.503
-0.108,-1.680,1.637,-120.056,111.938,117.065
-0.161,-1.481,1.278,-90.088,140.137,173.828
-0.182,-1.231,0.949,23.926,175.110,265.442
-0.274,-0.553,0.373,67.383,170.593,302.856
-0.379,-0.102,0.214,87.952,125.366,358.887
-0.597,1.264,0.231,60.547,88.135,369.019
-0.710,2.050,0.425,-81.116,11.047,290.894
-0.614,2.762,0.869,-136.108,-6.042,192.261
-0.456,2.229,0.848,-157.837,-0.183,75.928
-0.240,1.298,0.521,-72.937,30.029,-15.320
-0.201,1.433,0.544,1.587,26.855,11.353
-0.203,1.569,0.713,47.852,5.188,14.099
-0.192,1.144,0.905,33.020,6.836,-11.169
-0.155,0.863,0.835,20.325,18.860,-29.236
-0.085,0.612,0.809,23.193,18.311,-25.391
-0.038,0.478,0.813,24.231,21.667,-28.992
0.065,0.110,0.654,24.353,22.278,-28.320
0.095,0.094,0.636,24.475,5.310,-5.493
0.149,0.154,0.793,14.160,-3.601,-0.244
0.158,0.093,0.843,-4.272,-5.859,4.089
0.131,0.165,0.855,2.502,-4.639,12.939
0.104,0.299,0.896,9.949,-8.301,22.339
0.125,0.376,1.008,0.122,-9.216,15.503
0.152,0.289,1.015,-9.460,-6.409,7.507
0.148,0.359,0.916,17.639,6.836,15.625
0.117,0.509,0.893,34.851,9.399,20.508
0.108,0.562,0.921,27.161,0.610,0.061
0.134,0.253,0.981,5.432,-1.953,-11.108
0.146,0.173,0.967,2.930,4.944,5.493
0.143,0.327,0.863,13.367,8.728,16.418
0.133,0.400,0.825,12.146,1.404,12.634
0.154,0.354,0.892,-1.770,-6.836,3.418
0.176,0.211,0.917,-29.663,-11.658,-5.859
0.167,0.083,0.873,-33.813,-11.597,4.089
0.131,0.268,0.932,-29.236,-15.137,20.264
0.125,0.466,1.032,-16.174,-15.930,20.264
0.161,0.229,0.992,-23.010,-8.057,2.747
0.153,0.127,0.924,-12.634,-4.150,14.587
0.121,0.452,0.983,6.104,-6.653,28.870
0.105,0.485,0.988,-1.709,-3.235,11.536
0.072,0.329,0.958,-2.014,-3.662,2.930
0.070,0.354,1.007,8.118,-4.578,5.920
0.076,0.350,1.017,2.441,0.549,4.089
0.072,0.340,0.969,-4.700,5.615,3.296
0.084,0.370,0.941,-6.958,3.784,1.709
0.089,0.290,0.931,-16.785,2.869,-5.371
0.079,0.250,0.898,-11.414,3.235,0.061
0.072,0.346,0.893,-0.854,3.540,7.935
0.071,0.407,0.879,2.747,2.747,7.629
0.082,0.410,0.902,0.488,0.244,4.578
0.090,0.441,0.920,1.587,1.709,2.075
0.107,0.385,0.852,-2.930,4.028,-2.563
0.111,0.311,0.829,-7.324,0.244,-3.235
0.110,0.302,0.862,-2.075,-2.441,2.075
0.112,0.316,0.865,4.272,-3.784,7.446
0.093,0.350,0.861,3.113,-5.249,8.728
0.075,0.421,0.892,1.770,-10.254,8.484
0.077,0.408,0.968,-2.319,-11.047,-0.183
0.084,0.291,0.967,-9.216,-5.981,-8.423
0.080,0.302,0.924,-2.258,-3.479,0.793
-1.471,1.377,2.016,-17.822,-303.528,233.093
-1.838,1.861,2.898,9.705,-286.865,170.898
-2.124,2.629,4.000,26.367,-201.965,98.267
-2.176,2.584,3.639,6.836,125.122,-129.150
-2.204,1.664,2.045,-33.020,220.520,-237.366
-2.074,1.160,2.100,-99.365,196.106,-362.610
-1.744,0.083,2.542,-79.590,212.402,-378.540
-1.607,-0.295,2.315,1.465,335.449,-307.617
-1.479,0.083,1.334,31.311,385.864,-240.906
-1.325,0.470,0.910,-20.569,401.306,-206.177
-0.799,-0.114,0.371,-69.580,383.362,-248.230
-0.526,-0.618,0.211,-133.667,329.224,-249.207
-0.133,-0.674,0.121,-133.606,299.805,-196.838
0.001,-0.444,0.090,-30.151,273.376,-95.947
0.121,-0.014,-0.221,-1.831,273.804,-64.697
0.142,0.127,-0.411,-25.269,248.535,-57.434
0.232,0.129,-0.588,-34.424,213.196,-75.439
0.273,0.032,-0.576,-35.217,130.127,-101.074
0.277,-0.027,-0.425,-15.076,95.215,-95.886
0.264,0.075,-0.339,65.796,50.354,-60.425
0.277,0.281,-0.276,76.355,39.063,-48.950
0.295,0.294,-0.312,38.940,29.785,-51.208
0.294,0.328,-0.503,32.593,25.818,-49.805
0.305,0.398,-0.634,90.881,10.193,-37.170
0.319,0.514,-1.010,123.779,-2.197,-37.537
0.287,0.530,-1.212,114.258,-63.538,-56.030
0.064,0.531,-1.349,64.941,-121.033,-68.481
-0.102,0.584,-1.179,-39.246,-291.382,-85.815
-0.401,0.596,-0.312,-61.523,-374.268,-102.417
-0.502,0.415,0.097,-78.186,-430.725,-140.137
-0.622,-0.020,0.324,-46.753,-414.551,-136.169
-0.669,-0.092,0.175,107.849,-389.038,-108.826
-0.883,-0.188,0.066,148.865,-408.508,-111.938
-1.013,-0.390,0.398,103.638,-477.966,-116.699
-1.047,-0.805,1.308,82.520,-487.915,-92.468
-1.081,-0.704,1.674,72.571,-449.524,-3.906
-1.231,-0.051,2.525,49.316,-419.922,19.409
-1.168,0.045,2.911,-8.423,-305.481,-10.376
-0.948,-0.177,2.673,7.141,-211.975,-23.987
-0.870,-0.214,2.061,123.535,-71.167,-17.395
-0.682,-0.361,1.227,145.020,-64.941,-16.663
-0.640,-0.500,1.348,85.327,-112.122,-2.319
-0.703,-0.277,2.140,49.438,-116.516,14.404
-0.736,-0.078,2.468,-9.766,-60.547,16.541
-0.879,0.136,2.523,-28.259,-12.878,6.042
-0.947,0.151,2.239,-39.917,66.101,-20.691
-0.915,-0.048,1.891,-39.612,78.918,-32.715
-0.873,-0.132,2.007,-38.391,88.318,-31.372
-0.836,-0.074,2.505,-40.894,107.788,-23.499
-0.830,-0.048,2.598,-66.956,192.993,-18.311
-0.855,-0.057,2.190,-79.346,243.958,-19.714
-0.860,-0.025,1.797,-75.745,287.048,-21.301
-0.740,0.027,0.735,0.488,333.496,-25.024
-0.489,-0.024,0.180,39.429,326.965,-27.283
-0.169,-0.135,-0.141,29.663,229.065,-19.775
0.194,-0.083,0.135,-1.343,166.504,-2.930
0.200,0.165,0.325,-54.443,109.558,17.395
0.178,0.290,0.314,-78.857,99.487,2.136
0.210,0.113,0.242,-66.162,71.838,-25.146
0.304,-0.001,-0.128,-27.832,56.763,-19.287
0.332,0.089,-0.214,-8.667,-7.874,-9.827
0.330,-0.150,0.263,-37.415,-45.471,-17.944
0.297,-0.474,0.582,-79.651,-73.120,-15.625
0.100,-0.988,1.174,-93.201,-70.129,0.305
-0.007,-1.230,1.458,-102.112,-33.936,35.828
-0.185,-1.915,1.792,-117.004,-4.028,58.472
-0.302,-2.237,1.937,-198.242,58.838,144.714
-0.622,-2.163,1.890,-192.078,110.596,224.609
-0.804,-1.490,1.421,19.226,233.398,428.223
-1.181,1.059,0.236,96.985,246.338,496.277
-1.130,2.387,0.076,69.824,158.081,423.523
-0.700,2.804,0.066,-4.456,115.295,286.316
-0.533,2.281,-0.054,-61.279,88.562,163.391
-0.379,1.776,0.011,-59.448,31.616,75.928
-0.362,1.757,0.299,-40.100,-2.930,65.613
-0.301,1.493,0.586,-18.433,-26.489,26.611
-0.247,1.120,0.671,-30.151,-28.748,-0.793
-0.179,0.719,1.067,-37.170,-33.997,-9.521
-0.162,0.810,1.054,-12.756,-16.602,4.700
-0.137,0.857,0.837,14.587,17.944,-1.404
-0.077,0.608,0.614,2.686,7.202,-15.259
-0.042,0.527,0.781,-20.386,-25.391,-24.597
0.029,0.256,1.037,-30.579,-24.536,-27.771
0.035,0.132,1.041,-26.611,-9.460,-9.338
0.011,0.430,1.062,-7.812,-3.723,6.653
0.022,0.483,1.046,1.770,8.667,-4.822
0.055,0.161,0.952,-3.967,11.902,-7.751
0.057,0.205,0.929,6.897,15.381,28.015
0.016,0.640,0.854,20.264,16.602,40.100
0.004,0.779,0.847,17.029,10.071,24.292
0.036,0.566,0.874,4.211,7.507,7.935
0.048,0.414,0.853,-1.953,8.057,1.709
0.039,0.390,0.806,12.817,10.742,19.348
0.020,0.506,0.750,13.611,6.104,22.827
0.020,0.435,0.766,-22.583,-10.132,7.507
0.021,0.275,0.804,-36.438,-16.479,6.836
0.046,0.369,0.886,-17.395,-18.127,26.550
0.069,0.501,0.953,-2.136,-6.226,27.710
0.067,0.433,0.853,6.897,12.695,17.761
0.062,0.385,0.729,7.446,9.094,18.677
0.060,0.434,0.737,8.240,2.075,20.996
0.068,0.444,0.781,1.709,-8.667,17.334
0.067,0.431,0.806,-2.686,-11.841,14.709
0.055,0.455,0.857,-8.484,-15.320,14.771
0.040,0.415,0.879,-14.282,-15.747,12.024
0.007,0.393,0.952,-15.076,-14.893,12.390
0.005,0.419,0.959,-2.869,-6.104,14.343
0.001,0.417,0.853,0.122,-2.319,13.550
0.001,0.431,0.816,-2.991,-7.996,14.587
-0.001,0.426,0.845,-8.606,-13.733,13.550
-0.011,0.404,0.883,-12.390,-17.761,13.000
-0.036,0.489,0.898,-2.136,-15.686,19.775
-0.036,0.518,0.891,2.075,-13.672,20.142
-0.030,0.475,0.932,-4.578,-14.648,13.428
-0.024,0.478,0.931,4.150,-8.789,15.747
-0.017,0.503,0.864,7.690,-6.104,16.663
-0.024,0.513,0.835,4.578,-9.216,15.503
-0.053,0.551,0.888,1.099,-14.526,13.062
-0.049,0.521,0.957,-9.399,-17.761,2.808
-0.930,1.847,2.112,81.360,-115.601,97.778
-1.250,2.298,2.875,58.167,-80.627,-10.864
-1.484,2.128,3.749,3.784,0.244,-116.333
-1.431,1.382,3.389,-30.396,271.973,-291.321
-1.150,0.286,1.626,-7.446,361.633,-295.105
-0.927,0.202,1.244,-63.904,325.928,-240.540
-0.482,-0.126,1.239,-108.887,291.443,-225.647
-0.285,-0.353,0.949,-95.398,276.062,-153.687
-0.063,0.121,0.589,-68.359,255.005,-98.022
-0.016,0.362,0.688,-77.026,200.500,-64.636
0.058,0.261,0.698,-83.069,198.303,-75.989
0.094,0.208,0.458,-20.020,218.384,-83.374
0.144,0.347,0.123,0.244,207.520,-79.224
0.185,0.399,0.067,3.296,171.326,-82.397
0.235,0.343,-0.180,13.977,160.889,-86.792
0.239,0.342,-0.358,28.564,150.818,-85.144
0.255,0.357,-0.551,43.335,116.272,-78.186
0.249,0.340,-0.723,27.832,84.656,-79.102
0.227,0.358,-0.652,-25.208,9.216,-81.299
0.201,0.486,-0.472,-40.588,-13.977,-84.595
0.187,0.466,-0.553,-52.490,-25.269,-108.459
0.176,0.147,-1.074,-53.528,-38.635,-121.216
0.097,-0.113,-1.290,-33.325,-125.977,-111.938
0.025,-0.089,-1.192,47.363,-240.723,-64.148
-0.155,0.162,-0.693,80.750,-285.583,-50.720
-0.203,0.174,-0.470,90.515,-315.613,-54.443
-0.369,0.096,-0.033,34.973,-355.225,-70.557
-0.446,0.195,0.245,7.568,-373.047,-65.796
-0.615,0.258,0.557,5.798,-382.019,-71.167
-0.716,0.114,0.762,-7.690,-388.184,-81.604
-0.792,-0.071,1.208,-61.279,-420.044,-69.397
-0.873,-0.192,2.615,-50.537,-416.809,-41.077
-0.825,0.028,3.148,87.463,-287.537,12.329
-0.603,0.371,2.843,139.771,-177.917,6.165
-0.503,0.282,2.290,116.272,-48.767,-39.063
-0.352,-0.070,1.900,84.473,-44.983,-46.875
-0.319,-0.108,2.078,70.862,-41.138,-31.189
-0.225,0.002,2.147,78.430,-17.700,-24.475
-0.186,0.058,2.060,53.101,21.362,-19.897
-0.176,0.106,2.011,34.058,34.363,-19.775
-0.156,0.108,1.881,44.556,68.420,-21.057
-0.067,0.032,1.458,51.819,76.233,-21.851
-0.028,0.014,1.362,45.837,72.205,-20.264
0.007,0.011,1.313,23.376,58.044,-17.944
0.062,-0.070,1.184,15.747,52.917,-18.250
0.076,-0.109,1.177,8.606,39.368,-10.559
0.081,-0.187,1.149,6.226,37.048,-4.761
0.057,-0.190,1.149,2.686,32.593,12.146
0.020,0.079,1.222,4.822,32.654,20.874
0.029,0.178,1.177,0.122,39.185,12.756
0.086,0.035,1.135,-10.437,36.987,3.296
0.100,-0.049,1.187,-25.452,34.973,5.188
0.066,-0.017,1.326,-27.527,38.818,11.475
0.049,0.028,1.358,-25.696,45.410,14.221
0.082,-0.064,1.146,-21.118,65.796,5.554
0.105,-0.192,1.067,-24.536,67.139,0.916
0.121,-0.276,1.080,-34.790,55.664,9.033
0.135,-0.416,1.209,-44.495,53.650,13.794
0.118,-0.589,1.307,-61.646,61.707,21.240
0.099,-0.871,1.197,-52.002,77.271,33.447
0.097,-0.961,0.969,-43.274,92.712,66.467
0.087,-1.150,0.855,-53.467,83.618,85.999
0.094,-1.226,0.807,-57.617,87.830,139.404
0.073,-1.377,0.299,-48.340,94.543,173.889
-0.021,-1.316,0.117,-39.978,74.585,264.465
-0.345,-0.099,0.196,-46.936,56.580,311.890
-0.474,0.672,0.216,-74.097,43.030,330.139
-0.562,1.385,0.355,-134.216,18.066,269.226
-0.538,1.528,0.406,-121.704,15.442,231.750
-0.497,1.674,0.359,-76.904,17.639,175.049
-0.427,1.754,0.500,-70.923,5.371,144.775
-0.388,1.781,0.688,-46.997,-1.953,93.689
-0.311,1.695,0.750,-40.161,7.019,67.566
-0.280,1.508,0.724,-26.733,14.221,24.170
-0.215,1.224,0.649,-8.972,14.465,16.174
-0.187,1.195,0.616,14.343,5.249,4.639
-0.132,0.968,0.721,14.099,-2.747,-5.798
-0.110,0.859,0.808,12.634,-7.385,-18.250
-0.037,0.557,0.836,10.742,-3.540,-23.804
-0.005,0.389,0.753,9.888,0.183,-25.757
0.014,0.300,0.720,13.367,-11.230,-13.123
0.013,0.293,0.870,5.249,-25.146,-7.935
0.015,0.253,1.019,-9.460,-29.175,-3.113
0.015,0.257,1.059,-5.432,-19.226,2.930
0.026,0.315,1.010,3.845,-4.822,11.414
0.071,0.306,0.951,2.258,-2.258,12.451
0.075,0.388,0.923,12.939,2.380,26.611
0.035,0.787,0.840,11.719,0.671,26.306
0.043,0.709,0.893,-31.494,-11.292,-13.733
0.092,0.256,0.940,-33.081,-7.141,-17.578
0.097,0.325,0.866,4.944,8.240,19.348
0.067,0.605,0.748,7.996,8.850,24.170
0.064,0.518,0.744,-14.893,-0.305,8.484
0.047,0.366,0.832,-12.756,-2.319,13.184
0.018,0.475,0.858,4.822,0.671,25.513
0.010,0.579,0.849,31.128,10.986,29.175
0.046,0.549,0.759,23.437,11.841,21.606
0.054,0.536,0.739,-2.930,-0.061,15.076
0.053,0.539,0.841,-11.597,-7.324,10.376
0.049,0.485,0.891,-15.564,-7.996,-1.282
0.047,0.413,0.876,-9.644,-5.310,-2.136
0.048,0.414,0.855,2.319,-6.287,1.587
0.046,0.452,0.866,4.211,-9.094,2.869
0.040,0.448,0.900,-2.258,-12.573,1.099
0.016,0.480,0.953,-0.916,-10.376,1.892
0.019,0.489,0.948,0.549,-6.592,1.770
0.039,0.396,0.900,-8.728,-0.977,-3.174
0.036,0.386,0.885,-9.155,-0.305,-0.793
0.029,0.441,0.869,8.423,1.953,10.376
0.041,0.532,0.830,6.226,1.526,9.521
0.053,0.483,0.842,-13.000,-2.075,-3.174
0.062,0.369,0.859,-12.146,0.488,-3.662
0.056,0.389,0.816,7.385,6.042,9.033
0.036,0.502,0.769,12.329,1.953,11.536
0.015,0.530,0.793,15.320,-10.254,1.953
0.017,0.571,0.872,25.330,-12.573,-2.258
0.039,0.574,0.898,17.090,-11.475,-10.620
0.044,0.493,0.883,10.193,-9.888,-15.930
0.041,0.411,0.893,6.165,-10.193,-18.494
-1.213,1.203,2.244,112.610,-229.370,199.585
-1.407,1.630,2.763,96.924,-145.142,108.582
-1.688,1.988,3.047,73.730,-61.157,34.546
-1.869,1.954,2.829,-0.061,89.539,-140.991
-2.012,1.339,2.849,-48.828,117.310,-237.915
-2.037,0.757,3.356,-189.331,162.781,-374.939
-2.232,-0.207,3.624,-200.928,242.126,-389.343
-2.141,-0.466,2.951,-26.428,466.370,-337.402
-1.608,-0.859,0.985,36.133,534.546,-286.743
-1.372,-0.706,0.479,-50.232,498.291,-149.963
-0.727,-0.114,0.266,-157.227,459.656,-116.943
-0.332,-0.173,0.022,-345.459,452.026,-178.894
-0.036,-0.673,-0.835,-321.655,454.834,-210.449
-0.088,-0.684,-0.996,-96.313,350.891,-159.973
0.019,-0.348,-0.646,-44.861,265.625,-109.131
0.136,-0.206,-0.422,-102.295,153.076,-52.429
0.163,-0.059,-0.094,-96.069,134.705,-42.053
0.126,0.216,-0.210,-28.198,143.188,-17.822
0.125,0.354,-0.411,-10.742,146.484,-24.658
0.190,0.431,-0.649,-22.766,124.756,-40.833
0.235,0.325,-0.681,3.296,68.054,-63.782
0.250,0.195,-0.660,31.921,37.415,-52.429
0.248,0.367,-0.498,25.391,-33.325,-7.629
0.253,0.806,-0.348,15.259,-48.889,-7.568
0.231,0.824,-0.549,-1.587,-61.646,-52.612
0.218,0.469,-1.087,-10.437,-91.492,-69.885
0.192,0.249,-1.348,23.804,-200.134,-61.279
-0.080,0.119,-1.697,55.725,-277.954,-44.739
-0.366,0.170,-1.434,43.396,-498.901,-38.635
-0.954,0.072,0.185,32.104,-611.389,-42.480
-1.099,0.153,1.163,33.325,-703.796,-23.010
-0.663,0.099,2.188,34.119,-633.179,-32.227
-0.448,-0.243,1.781,50.171,-388.916,-43.762
-0.552,-0.284,0.809,94.055,-346.436,-7.690
-0.726,-0.080,1.131,82.397,-419.617,34.485
-0.965,0.021,2.869,16.907,-391.540,40.527
-0.766,0.429,3.337,41.809,-282.166,44.373
-0.629,0.547,2.575,124.817,-36.194,7.812
-0.451,0.292,1.157,112.854,-8.789,-18.127
-0.381,0.131,1.289,54.932,-71.289,-32.532
-0.336,0.062,1.723,37.842,-67.932,-23.926
-0.356,0.124,1.663,36.072,-21.423,-2.075
-0.397,0.381,1.757,35.767,-6.409,4.578
-0.345,0.473,1.495,34.363,44.556,-6.287
-0.316,0.398,1.255,34.363,64.209,-20.203
-0.247,0.154,1.232,18.433,55.603,-42.236
-0.210,0.115,1.289,16.052,51.514,-41.992
-0.161,0.255,1.028,23.987,68.115,-25.330
-0.144,0.225,0.915,15.686,66.711,-26.062
-0.135,0.030,1.096,-11.475,39.185,-32.043
-0.147,0.019,1.115,-4.639,44.067,-19.836
-0.110,0.139,0.790,6.348,48.218,-14.587
-0.078,0.163,0.702,0.549,24.719,-13.245
-0.079,0.236,0.891,-7.935,10.254,-12.146
-0.083,0.210,0.919,-14.465,5.798,-13.916
-0.091,0.097,0.899,-19.592,6.531,-15.625
-0.099,0.186,1.005,-22.766,2.563,-4.822
-0.101,0.219,1.123,-19.653,10.010,-8.423
-0.097,0.154,1.055,0.183,26.489,-12.024
-0.099,-0.024,1.124,1.587,23.865,-11.353
-0.100,-0.171,1.280,-8.545,21.362,-5.737
-0.118,-0.410,1.638,-12.512,27.283,2.747
-0.120,-0.498,1.904,-18.494,53.284,18.799
-0.137,-0.783,2.130,-14.221,84.717,27.405
-0.158,-0.907,1.990,-11.658,121.887,41.870
-0.177,-0.951,1.785,-25.879,174.072,89.172
-0.159,-0.773,1.255,-37.903,187.866,114.563
-0.090,-0.661,0.966,-48.950,185.913,142.212
0.052,-0.526,0.524,-40.527,173.096,151.001
0.062,-0.385,0.339,-13.245,147.400,191.528
-0.035,0.125,-0.150,-5.188,130.981,213.989
-0.153,0.606,-0.277,-7.568,58.044,243.225
-0.307,1.832,0.029,-28.503,11.047,226.685
-0.266,1.871,0.302,-108.276,-44.983,94.910
-0.194,0.859,0.708,-129.333,-49.500,49.194
-0.228,0.806,0.857,-52.368,-22.705,84.778
-0.287,1.297,0.750,-12.512,-1.648,94.116
-0.288,1.304,0.658,-10.498,4.211,53.711
-0.216,1.007,0.817,-20.630,-2.441,34.424
-0.167,0.822,0.893,-20.325,-1.160,22.766
-0.102,0.620,0.799,15.869,18.677,23.254
-0.084,0.661,0.759,33.203,21.912,30.090
-0.070,0.657,0.781,33.020,11.658,24.780
-0.069,0.424,1.002,35.461,7.141,22.095
-0.076,0.345,1.086,58.044,15.747,37.292
-0.108,0.326,1.045,66.345,21.484,46.387
-0.089,0.334,1.010,56.946,19.775,47.791
-0.041,0.199,1.045,31.860,12.817,46.997
-0.054,0.206,1.107,49.683,13.794,56.091
-0.062,0.411,0.987,80.017,27.954,56.396
-0.019,0.504,0.846,92.590,41.199,48.706
0.026,0.486,0.781,17.029,27.893,10.559
0.049,0.250,0.972,-36.255,11.780,-2.258
0.062,0.181,1.081,-74.829,12.756,6.775
0.116,0.137,0.962,-68.298,26.611,17.151
0.131,0.137,0.835,-41.748,33.875,40.588
0.075,0.341,0.820,-20.325,24.902,53.589
0.050,0.503,0.874,3.845,11.536,54.321
0.089,0.516,0.826,2.441,10.925,37.109
0.098,0.402,0.783,1.709,9.460,20.264
0.118,0.374,0.719,-14.099,-1.587,15.625
0.138,0.385,0.622,-39.734,-4.578,15.625
0.127,0.330,0.575,-82.397,-29.053,1.343
0.050,0.192,0.845,-75.500,-47.913,2.747
0.031,0.179,0.997,-51.514,-48.462,27.527
-0.055,0.259,0.915,-48.035,-33.081,42.358
-0.110,0.373,0.838,-75.073,-34.790,57.495
-0.056,0.582,0.933,-119.202,-46.814,56.458
-0.009,0.585,0.953,-210.999,-27.161,53.772
-0.014,0.564,0.861,-219.727,-4.456,60.913
-0.021,0.622,0.879,-205.872,13.794,71.838
-0.032,0.691,0.940,-136.902,38.879,75.928
-0.048,0.826,0.933,-129.333,54.504,68.359
-0.084,0.816,0.834,-153.809,86.670,39.063
-0.106,0.714,0.596,-164.734,94.299,32.288
-0.095,0.748,0.495,-221.619,81.055,35.828
-0.060,0.910,0.345,-247.559,62.378,34.119
-0.041,0.953,0.389,-234.558,39.856,26.245
0.006,0.877,0.684,-60.669,9.277,6.409
-0.694,1.764,1.547,-14.709,-68.054,82.886
-0.824,2.000,1.858,-40.283,-46.204,12.024
-1.043,2.069,2.374,-65.674,-19.104,-43.213
-1.091,1.905,2.410,-36.316,71.350,-157.898
-1.103,1.420,2.124,29.419,114.563,-203.430
-1.008,1.101,1.954,129.700,171.082,-269.348
-0.850,0.420,1.675,120.117,192.261,-283.203
-0.860,0.314,1.597,-113.708,230.408,-260.864
-0.691,0.348,1.325,-252.624,256.409,-264.648
-0.541,0.101,0.941,-389.832,304.199,-322.266
-0.273,-0.233,0.047,-391.907,292.908,-316.528
-0.026,-0.109,-0.250,-382.996,253.845,-290.100
0.223,-0.103,-0.411,-362.122,153.198,-277.283
0.327,-0.422,-0.250,-316.223,111.450,-269.897
0.326,-0.434,-0.153,-158.630,90.393,-179.749
0.399,-0.052,-0.247,-150.085,95.581,-133.057
0.461,0.077,-0.342,-218.872,78.308,-108.459
0.449,-0.050,-0.467,-187.500,57.922,-107.117
0.443,-0.057,-0.507,-61.035,24.719,-43.640
0.445,0.401,-0.443,-44.861,5.859,-2.625
0.452,0.712,-0.297,-64.331,-18.188,18.555
0.477,0.863,-0.138,-76.782,-46.997,-14.343
0.511,0.687,0.026,-58.044,-42.236,-37.109
0.525,0.582,0.035,-0.732,-19.836,-37.231
0.515,0.567,-0.030,28.137,-13.306,-24.719
0.507,0.657,-0.084,48.584,-17.090,-10.559
0.536,0.633,-0.200,54.199,-24.475,-19.348
0.531,0.450,-0.263,63.232,-39.368,-29.114
0.466,0.234,-0.432,65.796,-48.401,-11.963
0.426,0.287,-0.566,57.495,-60.303,13.184
0.400,0.337,-0.695,6.409,-104.736,44.189
0.269,0.188,-0.835,-17.517,-135.986,49.316
0.136,0.090,-0.838,70.374,-198.914,77.148
-0.069,-0.075,-0.851,161.499,-228.699,94.604
-0.183,-0.089,-0.828,316.711,-300.232,114.624
-0.594,0.018,-0.623,373.413,-341.614,114.136
-0.665,0.106,-0.494,343.323,-386.719,109.924
-0.713,0.105,-0.301,58.350,-479.187,91.003
-0.877,-0.027,0.451,-32.227,-509.399,94.482
-0.944,-0.117,0.860,49.255,-499.145,124.329
